"GEO_ID","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Never married","Margin of Error!!Total!!Male!!Never married","Estimate!!Total!!Male!!Now married","Margin of Error!!Total!!Male!!Now married","Estimate!!Total!!Male!!Now married!!Married, spouse present","Margin of Error!!Total!!Male!!Now married!!Married, spouse present","Estimate!!Total!!Male!!Now married!!Married, spouse absent","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Male!!Widowed","Margin of Error!!Total!!Male!!Widowed","Estimate!!Total!!Male!!Divorced","Margin of Error!!Total!!Male!!Divorced","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Never married","Margin of Error!!Total!!Female!!Never married","Estimate!!Total!!Female!!Now married","Margin of Error!!Total!!Female!!Now married","Estimate!!Total!!Female!!Now married!!Married, spouse present","Margin of Error!!Total!!Female!!Now married!!Married, spouse present","Estimate!!Total!!Female!!Now married!!Married, spouse absent","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Female!!Widowed","Margin of Error!!Total!!Female!!Widowed","Estimate!!Total!!Female!!Divorced","Margin of Error!!Total!!Female!!Divorced","Geographic Area Name"
"1400000US25017333600","5711","268","2737","207","1003","196","1507","163","1455","159","52","47","17","27","35","38","70","54","157","101","2974","204","800","182","1627","174","1451","160","176","110","71","71","105","85","290","89","257","96","Census Tract 3336, Middlesex County, Massachusetts"
"1400000US25017334100","4191","201","2171","135","485","106","1502","98","1448","101","54","43","0","127","54","43","73","50","111","56","2020","131","287","76","1454","106","1442","104","12","18","0","127","12","18","186","67","93","56","Census Tract 3341, Middlesex County, Massachusetts"
"1400000US25017334200","3229","204","1465","147","322","114","997","105","997","105","0","127","0","127","0","127","13","20","133","77","1764","145","425","103","1068","109","995","101","73","59","63","56","10","18","67","47","204","78","Census Tract 3342, Middlesex County, Massachusetts"
"1400000US25017334300","6142","223","2879","183","700","175","2054","114","2014","120","40","35","9","17","31","32","26","24","99","54","3263","169","653","144","2052","125","2017","122","35","34","23","28","12","19","374","135","184","73","Census Tract 3343, Middlesex County, Massachusetts"
"1400000US25017334400","5155","262","2314","197","566","158","1512","202","1476","198","36","41","0","127","36","41","100","66","136","74","2841","162","566","155","1487","191","1452","192","35","42","16","27","19","30","456","156","332","110","Census Tract 3344, Middlesex County, Massachusetts"
"1400000US25017335100","5090","381","2721","296","1005","272","1332","189","1242","174","90","63","55","47","35","38","36","41","348","161","2369","219","568","177","1301","175","1229","177","72","59","47","44","25","30","267","135","233","121","Census Tract 3351, Middlesex County, Massachusetts"
"1400000US25017335200","4714","276","2372","232","791","231","1265","142","1223","139","42","30","0","127","42","30","35","41","281","122","2342","176","544","122","1241","139","1225","140","16","27","16","27","0","127","224","106","333","136","Census Tract 3352, Middlesex County, Massachusetts"
"1400000US25017335301","2729","281","1203","206","368","142","713","119","713","119","0","127","0","127","0","127","31","48","91","67","1526","153","455","130","745","119","708","118","37","30","37","30","0","127","155","89","171","81","Census Tract 3353.01, Middlesex County, Massachusetts"
"1400000US25017335302","3728","226","1869","179","606","152","1187","126","1054","128","133","86","67","78","66","54","15","22","61","54","1859","167","469","145","1077","124","1049","129","28","39","19","30","9","24","242","120","71","59","Census Tract 3353.02, Middlesex County, Massachusetts"
"1400000US25017335400","4239","281","1959","181","481","140","1282","131","1241","131","41","31","15","23","26","20","94","55","102","64","2280","163","465","121","1347","134","1242","133","105","66","59","58","46","40","294","95","174","83","Census Tract 3354, Middlesex County, Massachusetts"
"1400000US25017336100","4433","356","2088","271","568","178","1334","130","1208","118","126","88","86","82","40","33","72","51","114","79","2345","265","470","131","1260","121","1195","116","65","52","41","45","24","27","443","179","172","83","Census Tract 3361, Middlesex County, Massachusetts"
"1400000US25017336200","4689","329","2164","171","476","128","1400","155","1400","155","0","127","0","127","0","127","207","104","81","56","2525","229","587","171","1503","145","1392","152","111","67","73","52","38","43","212","96","223","92","Census Tract 3362, Middlesex County, Massachusetts"
"1400000US25017336300","4966","289","2391","222","545","186","1703","163","1648","161","55","41","43","36","12","18","51","36","92","63","2575","172","447","127","1743","162","1630","162","113","68","61","50","52","47","207","95","178","79","Census Tract 3363, Middlesex County, Massachusetts"
"1400000US25017336401","3588","270","1729","208","782","254","833","150","750","143","83","57","10","16","73","56","40","36","74","46","1859","251","607","149","899","239","743","140","156","213","0","127","156","213","238","84","115","65","Census Tract 3364.01, Middlesex County, Massachusetts"
"1400000US25017336402","3907","277","1883","210","615","199","968","144","932","144","36","47","0","127","36","47","47","44","253","115","2024","199","563","156","966","149","930","141","36","36","29","34","7","12","274","112","221","100","Census Tract 3364.02, Middlesex County, Massachusetts"
"1400000US25017337101","2614","183","1259","173","417","181","751","88","711","86","40","36","0","127","40","36","11","19","80","50","1355","112","309","75","739","101","708","95","31","30","19","22","12","20","185","78","122","56","Census Tract 3371.01, Middlesex County, Massachusetts"
"1400000US25017337102","4415","308","2053","196","629","162","1282","160","1247","158","35","34","13","21","22","25","52","39","90","50","2362","217","436","138","1268","160","1224","156","44","32","25","28","19","16","388","132","270","131","Census Tract 3371.02, Middlesex County, Massachusetts"
"1400000US25017337201","2543","246","1190","127","298","116","638","111","574","102","64","54","27","30","37","46","67","51","187","70","1353","185","353","109","604","106","569","100","35","29","19","21","16","18","230","111","166","70","Census Tract 3372.01, Middlesex County, Massachusetts"
"1400000US25017337202","4189","226","1969","175","565","150","1226","130","1147","115","79","61","53","47","26","38","81","55","97","55","2220","165","440","119","1235","124","1136","115","99","89","14","22","85","85","355","128","190","82","Census Tract 3372.02, Middlesex County, Massachusetts"
"1400000US25017337300","4035","281","1941","190","749","159","849","138","833","141","16","26","16","26","0","127","83","59","260","106","2094","182","839","201","937","132","823","142","114","82","67","70","47","43","112","61","206","92","Census Tract 3373, Middlesex County, Massachusetts"
"1400000US25017338100","2194","118","1094","90","226","79","719","68","713","67","6","15","0","127","6","15","75","47","74","44","1100","102","236","91","713","66","708","66","5","15","0","127","5","15","74","47","77","48","Census Tract 3381, Middlesex County, Massachusetts"
"1400000US25017338200","3077","338","1279","189","442","137","683","125","604","100","79","78","14","23","65","58","11","14","143","59","1798","339","501","164","687","116","598","100","89","55","59","55","30","25","379","192","231","88","Census Tract 3382, Middlesex County, Massachusetts"
"1400000US25017338300","2325","125","1013","81","120","64","849","65","849","65","0","127","0","127","0","127","25","24","19","20","1312","88","188","68","898","82","855","68","43","50","0","127","43","50","184","80","42","26","Census Tract 3383, Middlesex County, Massachusetts"
"1400000US25017338400","4460","179","2092","156","392","137","1607","113","1576","122","31","35","15","24","16","25","15","25","78","62","2368","131","471","130","1579","116","1563","121","16","24","0","127","16","24","186","86","132","91","Census Tract 3384, Middlesex County, Massachusetts"
"1400000US25017338500","3964","198","1822","143","381","121","1300","115","1283","110","17","26","0","127","17","26","0","127","141","80","2142","121","388","105","1313","121","1274","107","39","38","23","27","16","25","261","88","180","124","Census Tract 3385, Middlesex County, Massachusetts"
"1400000US25017339100","5729","316","2357","195","765","153","1351","155","1254","160","97","69","46","43","51","45","158","73","83","61","3372","256","999","217","1365","169","1250","162","115","83","59","72","56","45","596","145","412","164","Census Tract 3391, Middlesex County, Massachusetts"
"1400000US25017339200","4612","288","2167","218","663","200","1331","174","1282","171","49","46","31","35","18","31","21","27","152","82","2445","226","696","205","1359","161","1286","171","73","59","0","127","73","59","137","78","253","94","Census Tract 3392, Middlesex County, Massachusetts"
"1400000US25017339300","2341","265","1002","190","313","117","565","127","565","127","0","127","0","127","0","127","9","14","115","72","1339","176","478","182","565","115","540","115","25","34","0","127","25","34","117","53","179","74","Census Tract 3393, Middlesex County, Massachusetts"
"1400000US25017339400","2649","251","1203","202","416","178","654","168","561","116","93","121","0","127","93","121","41","35","92","66","1446","206","648","187","613","112","553","116","60","60","60","60","0","127","58","38","127","80","Census Tract 3394, Middlesex County, Massachusetts"
"1400000US25017339500","5448","545","2604","293","1678","288","781","151","698","134","83","53","0","127","83","53","72","63","73","47","2844","383","1725","322","769","152","693","133","76","58","33","30","43","50","180","83","170","82","Census Tract 3395, Middlesex County, Massachusetts"
"1400000US25017339600","4532","365","2297","285","1129","265","927","177","830","167","97","73","32","51","65","52","117","73","124","90","2235","313","1022","277","879","167","816","163","63","52","35","38","28","36","142","77","192","100","Census Tract 3396, Middlesex County, Massachusetts"
"1400000US25017339700","3401","327","1657","242","691","228","815","155","666","101","149","122","0","127","149","122","80","64","71","46","1744","200","734","160","736","112","665","99","71","60","41","54","30","30","180","82","94","56","Census Tract 3397, Middlesex County, Massachusetts"
"1400000US25017339801","3569","380","1703","221","633","159","901","215","819","195","82","65","23","26","59","65","16","24","153","113","1866","271","502","167","1024","212","797","186","227","150","58","78","169","138","205","94","135","76","Census Tract 3398.01, Middlesex County, Massachusetts"
"1400000US25017339802","3750","320","1615","279","540","258","893","192","833","177","60","49","13","22","47","43","9","16","173","101","2135","205","706","230","957","160","816","172","141","79","141","79","0","127","212","80","260","124","Census Tract 3398.02, Middlesex County, Massachusetts"
"1400000US25017339900","4207","420","2053","258","870","230","1015","188","870","173","145","99","56","67","89","63","80","76","88","72","2154","275","749","230","1010","213","860","169","150","104","60","51","90","92","264","107","131","62","Census Tract 3399, Middlesex County, Massachusetts"
"1400000US25017340000","2238","298","980","153","322","113","497","128","417","108","80","74","10","16","70","73","6","11","155","102","1258","232","575","177","475","111","413","104","62","66","0","127","62","66","137","68","71","46","Census Tract 3400, Middlesex County, Massachusetts"
"1400000US25017340100","5685","355","2574","223","607","167","1692","205","1644","194","48","52","0","127","48","52","72","53","203","108","3111","270","731","247","1727","155","1641","192","86","78","65","69","21","25","471","146","182","106","Census Tract 3401, Middlesex County, Massachusetts"
"1400000US25017341101","2630","308","1269","161","611","195","619","146","611","144","8","17","6","12","2","8","0","127","39","39","1361","251","539","163","645","158","601","144","44","53","24","36","20","41","71","45","106","74","Census Tract 3411.01, Middlesex County, Massachusetts"
"1400000US25017341102","3794","313","1906","208","930","222","832","135","777","129","55","36","41","36","14","23","0","127","144","74","1888","236","823","208","840","133","773","128","67","57","13","21","54","52","72","52","153","89","Census Tract 3411.02, Middlesex County, Massachusetts"
"1400000US25017341200","5317","383","2656","348","1113","342","1370","213","1148","189","222","164","98","111","124","130","12","19","161","118","2661","386","764","240","1346","223","1168","194","178","113","108","98","70","56","209","94","342","167","Census Tract 3412, Middlesex County, Massachusetts"
"1400000US25017341300","4723","417","2410","301","889","210","1350","216","1052","168","298","182","69","75","229","151","116","61","55","39","2313","283","753","249","1208","199","1050","171","158","109","67","64","91","85","160","77","192","142","Census Tract 3413, Middlesex County, Massachusetts"
"1400000US25017341400","5483","367","2779","257","1170","277","1533","210","1423","210","110","80","37","39","73","70","13","21","63","54","2704","273","791","219","1559","208","1394","202","165","98","73","58","92","85","111","77","243","100","Census Tract 3414, Middlesex County, Massachusetts"
"1400000US25017341500","4251","468","1990","314","1150","274","746","149","686","137","60","71","0","127","60","71","0","127","94","74","2261","268","1069","263","855","166","683","142","172","118","75","71","97","127","219","75","118","54","Census Tract 3415, Middlesex County, Massachusetts"
"1400000US25017341600","5586","398","3007","299","1358","269","1318","218","1175","200","143","103","0","127","143","103","50","49","281","137","2579","311","1001","297","1238","204","1168","197","70","47","26","26","44","38","139","77","201","103","Census Tract 3416, Middlesex County, Massachusetts"
