"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"4158","350","2299","355","221","150","42","45","874","240","0","12","672","355","50","41","0","12","50","41","1400000US25025000602","Census Tract 6.02, Suffolk County, Massachusetts"
"4368","506","2999","428","365","306","47","57","735","183","0","12","81","101","141","69","55","53","86","70","1400000US25025000701","Census Tract 7.01, Suffolk County, Massachusetts"
"2020","172","1160","185","82","53","0","12","651","156","0","12","51","44","76","24","9","15","67","23","1400000US25025000703","Census Tract 7.03, Suffolk County, Massachusetts"
"4688","357","2221","309","415","142","0","12","1503","330","0","12","375","265","174","98","39","49","135","89","1400000US25025000704","Census Tract 7.04, Suffolk County, Massachusetts"
"6701","567","3897","609","385","182","41","63","1353","322","0","17","887","393","138","86","10","21","128","86","1400000US25025000802","Census Tract 8.02, Suffolk County, Massachusetts"
"5852","749","3613","514","461","210","7","14","1343","338","0","17","94","76","334","157","92","79","242","134","1400000US25025000803","Census Tract 8.03, Suffolk County, Massachusetts"
"3686","655","2361","461","119","66","3","5","944","288","0","12","122","94","137","57","27","28","110","54","1400000US25025010103","Census Tract 101.03, Suffolk County, Massachusetts"
"5004","540","3469","432","177","100","7","17","901","222","0","17","161","81","289","154","40","59","249","127","1400000US25025010104","Census Tract 101.04, Suffolk County, Massachusetts"
"5596","578","3431","461","320","233","24","41","1276","324","0","17","132","109","413","444","12","22","401","444","1400000US25025010203","Census Tract 102.03, Suffolk County, Massachusetts"
"3810","260","2634","315","109","77","27","38","817","166","6","11","74","42","143","71","21","21","122","68","1400000US25025010204","Census Tract 102.04, Suffolk County, Massachusetts"
"5351","429","3995","403","299","111","0","17","753","154","5","10","102","47","197","71","64","43","133","64","1400000US25025010300","Census Tract 103, Suffolk County, Massachusetts"
"2753","252","1600","252","325","177","26","34","528","169","0","12","237","127","37","43","0","12","37","43","1400000US25025010403","Census Tract 104.03, Suffolk County, Massachusetts"
"5135","451","3088","408","170","73","7","14","1373","213","150","142","153","74","194","90","19","29","175","85","1400000US25025010404","Census Tract 104.04, Suffolk County, Massachusetts"
"6008","425","3776","348","702","187","21","24","1016","158","22","26","211","87","260","96","65","51","195","85","1400000US25025010405","Census Tract 104.05, Suffolk County, Massachusetts"
"1497","176","976","151","191","150","0","12","259","84","0","12","37","35","34","19","5","8","29","18","1400000US25025010408","Census Tract 104.08, Suffolk County, Massachusetts"
"3413","378","2338","398","304","159","0","12","525","148","0","12","142","93","104","64","0","12","104","64","1400000US25025010500","Census Tract 105, Suffolk County, Massachusetts"
"3168","319","2176","303","336","208","0","12","619","255","0","12","37","40","0","12","0","12","0","12","1400000US25025010600","Census Tract 106, Suffolk County, Massachusetts"
"2383","243","1996","240","36","38","9","17","273","96","0","12","9","14","60","45","0","12","60","45","1400000US25025010701","Census Tract 107.01, Suffolk County, Massachusetts"
"2579","247","2323","236","34","29","6","10","106","56","0","12","35","40","75","54","22","33","53","41","1400000US25025010702","Census Tract 107.02, Suffolk County, Massachusetts"
"3002","325","2690","324","106","117","4","10","164","59","0","12","7","12","31","33","0","12","31","33","1400000US25025010801","Census Tract 108.01, Suffolk County, Massachusetts"
"3238","295","2806","300","16","20","0","12","269","114","0","12","82","69","65","44","0","12","65","44","1400000US25025010802","Census Tract 108.02, Suffolk County, Massachusetts"
"4975","427","4560","396","54","55","0","12","155","112","0","12","34","56","172","124","0","12","172","124","1400000US25025020101","Census Tract 201.01, Suffolk County, Massachusetts"
"3584","375","3055","394","84","95","0","12","332","157","0","12","35","35","78","60","0","12","78","60","1400000US25025020200","Census Tract 202, Suffolk County, Massachusetts"
"2130","223","1622","256","47","41","1","2","361","124","0","12","10","16","89","74","8","12","81","73","1400000US25025020301","Census Tract 203.01, Suffolk County, Massachusetts"
"1089","149","964","147","0","12","0","12","91","60","0","12","7","11","27","35","0","12","27","35","1400000US25025020302","Census Tract 203.02, Suffolk County, Massachusetts"
"4489","340","3390","305","432","151","8","14","345","125","0","12","191","65","123","74","0","12","123","74","1400000US25025020303","Census Tract 203.03, Suffolk County, Massachusetts"
"2243","194","2132","180","0","12","13","21","42","35","0","12","56","70","0","12","0","12","0","12","1400000US25025030100","Census Tract 301, Suffolk County, Massachusetts"
"1678","228","1521","224","24","23","0","12","90","62","0","12","13","19","30","35","0","12","30","35","1400000US25025030200","Census Tract 302, Suffolk County, Massachusetts"
"5524","856","4423","521","390","423","4","9","490","256","28","56","83","78","106","78","21","29","85","74","1400000US25025030300","Census Tract 303, Suffolk County, Massachusetts"
"2336","211","2199","231","15","18","0","12","41","45","0","12","62","58","19","26","4","6","15","25","1400000US25025030400","Census Tract 304, Suffolk County, Massachusetts"
"2492","206","2238","221","21","30","0","12","114","68","0","12","42","39","77","59","24","36","53","47","1400000US25025030500","Census Tract 305, Suffolk County, Massachusetts"
"2442","271","2369","271","0","12","0","12","51","48","0","12","0","12","22","30","0","12","22","30","1400000US25025040100","Census Tract 401, Suffolk County, Massachusetts"
"1975","223","1313","230","305","198","0","12","170","102","0","12","32","52","155","124","4","8","151","124","1400000US25025040200","Census Tract 402, Suffolk County, Massachusetts"
"4665","359","3942","493","395","244","0","12","182","148","0","12","29","47","117","83","14","22","103","80","1400000US25025040300","Census Tract 403, Suffolk County, Massachusetts"
"2964","288","2431","343","159","125","0","12","228","186","0","12","0","12","146","113","0","12","146","113","1400000US25025040401","Census Tract 404.01, Suffolk County, Massachusetts"
"3395","258","3004","290","177","148","0","12","97","71","0","12","29","35","88","65","0","12","88","65","1400000US25025040600","Census Tract 406, Suffolk County, Massachusetts"
"4449","355","2691","389","524","250","0","12","885","320","0","12","219","209","130","70","0","12","130","70","1400000US25025040801","Census Tract 408.01, Suffolk County, Massachusetts"
"5656","490","3273","555","129","165","72","98","386","208","0","17","256","181","1540","468","52","58","1488","474","1400000US25025050101","Census Tract 501.01, Suffolk County, Massachusetts"
"5713","758","2984","577","171","99","98","149","323","208","20","36","514","241","1603","707","71","79","1532","719","1400000US25025050200","Census Tract 502, Suffolk County, Massachusetts"
"2803","317","1819","352","332","136","9","15","266","133","0","12","99","63","278","185","7","9","271","185","1400000US25025050300","Census Tract 503, Suffolk County, Massachusetts"
"2284","284","1765","312","39","34","16","25","72","61","0","12","182","145","210","141","22","27","188","142","1400000US25025050400","Census Tract 504, Suffolk County, Massachusetts"
"2278","336","1552","397","93","68","0","12","93","59","0","12","129","96","411","205","34","36","377","207","1400000US25025050500","Census Tract 505, Suffolk County, Massachusetts"
"2481","310","1671","288","144","120","0","12","47","41","0","12","27","25","592","331","0","12","592","331","1400000US25025050600","Census Tract 506, Suffolk County, Massachusetts"
"5607","583","3120","602","75","83","0","17","66","60","0","17","204","197","2142","689","34","55","2108","687","1400000US25025050700","Census Tract 507, Suffolk County, Massachusetts"
"4587","570","2660","524","21","26","0","12","147","127","0","12","205","255","1554","543","108","135","1446","505","1400000US25025050901","Census Tract 509.01, Suffolk County, Massachusetts"
"4721","428","2972","514","161","139","0","12","267","181","29","43","337","209","955","439","99","111","856","418","1400000US25025051000","Census Tract 510, Suffolk County, Massachusetts"
"7687","695","5045","693","220","225","0","17","414","267","0","17","200","211","1808","772","140","135","1668","767","1400000US25025051101","Census Tract 511.01, Suffolk County, Massachusetts"
"3033","287","2302","353","59","70","19","33","88","78","0","12","94","84","471","284","0","12","471","284","1400000US25025051200","Census Tract 512, Suffolk County, Massachusetts"
"3763","463","3674","462","37","29","0","12","18","20","0","12","0","12","34","42","0","12","34","42","1400000US25025060101","Census Tract 601.01, Suffolk County, Massachusetts"
"2103","199","2071","197","10","13","0","12","5","7","0","12","13","14","4","6","4","6","0","12","1400000US25025060200","Census Tract 602, Suffolk County, Massachusetts"
"3737","281","3523","316","16","21","0","12","17","21","0","12","116","87","65","52","0","12","65","52","1400000US25025060301","Census Tract 603.01, Suffolk County, Massachusetts"
"5622","451","5266","461","117","103","0","17","175","165","0","17","64","77","0","17","0","17","0","17","1400000US25025060400","Census Tract 604, Suffolk County, Massachusetts"
"4249","402","3843","428","55","53","0","12","284","220","0","12","0","12","67","78","0","12","67","78","1400000US25025060501","Census Tract 605.01, Suffolk County, Massachusetts"
"4162","376","3507","381","109","90","0","12","425","162","0","12","2","4","119","58","44","41","75","42","1400000US25025060600","Census Tract 606, Suffolk County, Massachusetts"
"2557","247","585","157","955","269","0","12","181","105","0","12","510","185","326","178","21","25","305","175","1400000US25025060700","Census Tract 607, Suffolk County, Massachusetts"
"4694","452","3961","524","1","6","0","12","540","424","0","12","172","201","20","23","0","12","20","23","1400000US25025060800","Census Tract 608, Suffolk County, Massachusetts"
"3158","303","2029","330","711","301","0","12","101","87","0","12","296","171","21","28","0","12","21","28","1400000US25025061000","Census Tract 610, Suffolk County, Massachusetts"
"2305","160","879","186","616","177","0","12","390","91","0","12","247","132","173","108","78","85","95","64","1400000US25025061101","Census Tract 611.01, Suffolk County, Massachusetts"
"4584","363","4062","434","47","49","1","3","368","188","0","12","0","12","106","88","10","15","96","86","1400000US25025061200","Census Tract 612, Suffolk County, Massachusetts"
"7409","622","4527","511","149","87","0","17","2364","366","0","17","86","64","283","134","85","82","198","108","1400000US25025070101","Census Tract 701.01, Suffolk County, Massachusetts"
"5373","542","2094","367","231","173","36","53","2847","425","0","17","21","27","144","66","16","26","128","61","1400000US25025070200","Census Tract 702, Suffolk County, Massachusetts"
"4450","407","3482","456","62","69","0","12","529","216","0","12","160","113","217","181","42","47","175","154","1400000US25025070300","Census Tract 703, Suffolk County, Massachusetts"
"2701","231","1024","139","334","144","21","33","1194","161","0","12","76","59","52","39","0","12","52","39","1400000US25025070402","Census Tract 704.02, Suffolk County, Massachusetts"
"5843","519","3300","475","405","233","30","49","1128","286","0","17","797","332","183","145","0","17","183","145","1400000US25025070500","Census Tract 705, Suffolk County, Massachusetts"
"2491","360","2074","360","122","115","0","12","194","147","0","12","22","24","79","62","0","12","79","62","1400000US25025070600","Census Tract 706, Suffolk County, Massachusetts"
"2676","268","1748","299","500","239","0","12","253","154","49","70","9","14","117","86","15","23","102","84","1400000US25025070700","Census Tract 707, Suffolk County, Massachusetts"
"3597","465","2569","416","649","352","0","12","302","179","0","12","32","43","45","48","18","29","27","37","1400000US25025070800","Census Tract 708, Suffolk County, Massachusetts"
"3132","283","2000","308","694","224","0","12","206","119","0","12","151","113","81","59","0","12","81","59","1400000US25025070900","Census Tract 709, Suffolk County, Massachusetts"
"3980","416","2180","373","529","127","27","42","755","225","0","12","225","170","264","199","0","12","264","199","1400000US25025071101","Census Tract 711.01, Suffolk County, Massachusetts"
"3701","467","1985","385","629","156","27","44","413","110","0","12","398","240","249","132","21","23","228","122","1400000US25025071201","Census Tract 712.01, Suffolk County, Massachusetts"
"2749","338","501","147","1405","262","65","61","45","40","0","12","655","223","78","47","25","29","53","39","1400000US25025080100","Census Tract 801, Suffolk County, Massachusetts"
"2205","291","268","173","1565","271","21","35","53","64","0","12","127","55","171","104","60","80","111","66","1400000US25025080300","Census Tract 803, Suffolk County, Massachusetts"
"3040","291","596","207","1464","318","9","14","72","64","0","12","701","277","198","168","35","50","163","158","1400000US25025080401","Census Tract 804.01, Suffolk County, Massachusetts"
"3600","470","501","191","1678","334","0","12","206","105","0","12","1143","542","72","63","0","12","72","63","1400000US25025080500","Census Tract 805, Suffolk County, Massachusetts"
"4022","785","1737","544","1098","231","51","65","815","214","0","12","234","100","87","45","5","8","82","46","1400000US25025080601","Census Tract 806.01, Suffolk County, Massachusetts"
"4679","578","1971","372","1339","296","0","12","460","117","7","14","736","346","166","94","83","67","83","64","1400000US25025080801","Census Tract 808.01, Suffolk County, Massachusetts"
"3586","356","2327","365","211","93","31","46","819","270","0","12","126","116","72","51","1","3","71","51","1400000US25025080900","Census Tract 809, Suffolk County, Massachusetts"
"5005","435","1757","423","1122","332","0","17","1556","544","0","17","504","278","66","52","46","46","20","24","1400000US25025081001","Census Tract 810.01, Suffolk County, Massachusetts"
"4116","343","2383","308","720","198","0","12","624","173","0","12","332","121","57","48","24","33","33","33","1400000US25025081100","Census Tract 811, Suffolk County, Massachusetts"
"3712","409","1183","298","1431","337","0","12","192","156","0","12","695","303","211","140","31","45","180","133","1400000US25025081200","Census Tract 812, Suffolk County, Massachusetts"
"4885","633","1106","636","2150","590","0","12","111","110","0","12","1074","491","444","245","83","139","361","200","1400000US25025081300","Census Tract 813, Suffolk County, Massachusetts"
"2924","263","1267","258","1282","198","0","12","210","157","0","12","86","64","79","71","39","57","40","42","1400000US25025081400","Census Tract 814, Suffolk County, Massachusetts"
"2807","274","454","158","1576","233","16","16","55","45","12","17","544","245","150","95","8","13","142","90","1400000US25025081500","Census Tract 815, Suffolk County, Massachusetts"
"3990","487","228","140","2679","491","305","387","43","36","0","12","569","295","166","124","111","112","55","53","1400000US25025081700","Census Tract 817, Suffolk County, Massachusetts"
"3300","386","220","112","1925","497","0","12","17","27","0","12","744","347","394","305","97","143","297","266","1400000US25025081800","Census Tract 818, Suffolk County, Massachusetts"
"3704","502","552","272","2522","465","0","12","0","12","0","12","297","204","333","330","46","74","287","331","1400000US25025081900","Census Tract 819, Suffolk County, Massachusetts"
"3421","406","492","276","2324","308","0","12","18","25","0","12","454","376","133","102","32","42","101","88","1400000US25025082000","Census Tract 820, Suffolk County, Massachusetts"
"5998","894","720","353","3492","924","0","17","0","17","0","17","1052","562","734","605","0","17","734","605","1400000US25025082100","Census Tract 821, Suffolk County, Massachusetts"
"5026","523","367","143","3308","513","0","17","85","108","0","17","1004","289","262","224","39","44","223","229","1400000US25025090100","Census Tract 901, Suffolk County, Massachusetts"
"2348","407","289","169","1475","257","0","12","8","12","0","12","151","127","425","329","237","306","188","190","1400000US25025090200","Census Tract 902, Suffolk County, Massachusetts"
"3095","579","474","379","1987","500","0","12","0","12","0","12","606","286","28","33","0","12","28","33","1400000US25025090300","Census Tract 903, Suffolk County, Massachusetts"
"4396","669","297","189","3087","418","0","12","86","112","0","12","539","427","387","344","82","80","305","361","1400000US25025090400","Census Tract 904, Suffolk County, Massachusetts"
"2740","408","287","167","1847","351","5","11","168","149","0","12","388","173","45","47","10","14","35","46","1400000US25025090600","Census Tract 906, Suffolk County, Massachusetts"
"3878","382","2967","344","325","206","0","12","296","137","0","12","173","160","117","79","20","30","97","66","1400000US25025090700","Census Tract 907, Suffolk County, Massachusetts"
"3653","344","1314","349","465","158","39","44","979","224","0","12","780","234","76","58","0","12","76","58","1400000US25025090901","Census Tract 909.01, Suffolk County, Massachusetts"
"2821","406","1571","314","635","334","6","10","579","353","0","12","18","25","12","19","0","12","12","19","1400000US25025091001","Census Tract 910.01, Suffolk County, Massachusetts"
"4818","294","2714","241","362","153","7","14","1199","250","0","12","163","118","373","153","0","12","373","153","1400000US25025091100","Census Tract 911, Suffolk County, Massachusetts"
"3375","508","1614","259","905","256","24","46","473","421","0","12","133","101","226","168","37","33","189","160","1400000US25025091200","Census Tract 912, Suffolk County, Massachusetts"
"2676","322","419","143","1804","331","22","35","113","72","0","12","272","169","46","37","32","35","14","20","1400000US25025091300","Census Tract 913, Suffolk County, Massachusetts"
"3244","374","446","140","1645","219","0","12","46","44","0","12","957","264","150","75","65","47","85","69","1400000US25025091400","Census Tract 914, Suffolk County, Massachusetts"
"5192","610","890","295","2793","584","0","17","199","192","0","17","921","383","389","269","127","124","262","235","1400000US25025091500","Census Tract 915, Suffolk County, Massachusetts"
"3089","284","614","172","1165","437","0","12","960","261","0","12","301","174","49","79","0","12","49","79","1400000US25025091600","Census Tract 916, Suffolk County, Massachusetts"
"3267","328","278","145","2175","373","11","17","298","168","0","12","351","193","154","121","30","46","124","121","1400000US25025091700","Census Tract 917, Suffolk County, Massachusetts"
"3579","492","210","112","2383","479","27","40","81","133","0","12","674","204","204","287","0","12","204","287","1400000US25025091800","Census Tract 918, Suffolk County, Massachusetts"
"4528","681","707","297","3250","642","0","12","0","12","0","12","306","305","265","191","68","61","197","164","1400000US25025091900","Census Tract 919, Suffolk County, Massachusetts"
"5590","524","962","341","3535","386","31","48","616","497","0","17","313","187","133","125","0","17","133","125","1400000US25025092000","Census Tract 920, Suffolk County, Massachusetts"
"7321","632","2203","408","1561","493","24","36","2846","503","0","17","629","465","58","71","0","17","58","71","1400000US25025092101","Census Tract 921.01, Suffolk County, Massachusetts"
"3282","275","938","216","1333","285","1","3","653","292","0","12","238","192","119","75","0","12","119","75","1400000US25025092200","Census Tract 922, Suffolk County, Massachusetts"
"3443","349","446","213","2725","394","21","34","31","45","0","12","161","147","59","47","0","12","59","47","1400000US25025092300","Census Tract 923, Suffolk County, Massachusetts"
"6413","537","751","451","4774","719","61","95","45","98","0","17","719","399","63","89","40","71","23","48","1400000US25025092400","Census Tract 924, Suffolk County, Massachusetts"
"7013","736","717","342","5533","751","21","34","89","75","0","17","279","323","374","260","0","17","374","260","1400000US25025100100","Census Tract 1001, Suffolk County, Massachusetts"
"3328","326","361","230","2780","336","0","12","37","53","0","12","76","111","74","72","0","12","74","72","1400000US25025100200","Census Tract 1002, Suffolk County, Massachusetts"
"4394","489","208","133","3662","526","0","12","118","126","0","12","118","136","288","272","94","119","194","171","1400000US25025100300","Census Tract 1003, Suffolk County, Massachusetts"
"6040","641","1382","428","3392","390","7","16","498","280","0","17","429","329","332","274","83","112","249","252","1400000US25025100400","Census Tract 1004, Suffolk County, Massachusetts"
"6623","998","1728","549","3822","863","0","17","589","170","0","17","265","237","219","204","48","74","171","174","1400000US25025100500","Census Tract 1005, Suffolk County, Massachusetts"
"6321","608","2545","507","2083","631","0","17","799","407","0","17","368","264","526","390","159","226","367","315","1400000US25025100601","Census Tract 1006.01, Suffolk County, Massachusetts"
"1912","199","1545","230","150","137","0","12","167","85","0","12","11","15","39","39","1","3","38","38","1400000US25025100603","Census Tract 1006.03, Suffolk County, Massachusetts"
"4410","374","3988","353","111","65","0","12","228","162","15","24","10","15","58","56","0","12","58","56","1400000US25025100700","Census Tract 1007, Suffolk County, Massachusetts"
"6230","525","3879","575","1518","467","0","17","550","136","0","17","83","60","200","181","0","17","200","181","1400000US25025100800","Census Tract 1008, Suffolk County, Massachusetts"
"4684","408","1241","222","2487","360","127","146","405","168","0","12","302","222","122","78","23","35","99","66","1400000US25025100900","Census Tract 1009, Suffolk County, Massachusetts"
"6014","928","282","164","5345","956","0","17","0","17","0","17","46","82","341","272","0","17","341","272","1400000US25025101001","Census Tract 1010.01, Suffolk County, Massachusetts"
"6662","710","508","268","5592","774","0","17","181","238","0","17","204","140","177","139","4","8","173","139","1400000US25025101002","Census Tract 1010.02, Suffolk County, Massachusetts"
"3592","374","66","60","3169","403","0","12","0","12","0","12","158","185","199","141","154","151","45","53","1400000US25025101101","Census Tract 1011.01, Suffolk County, Massachusetts"
"5265","576","362","207","4599","555","0","17","37","61","0","17","139","158","128","91","25","27","103","89","1400000US25025101102","Census Tract 1011.02, Suffolk County, Massachusetts"
"6812","533","3774","561","2179","579","0","17","241","188","0","17","429","359","189","205","0","17","189","205","1400000US25025110103","Census Tract 1101.03, Suffolk County, Massachusetts"
"2534","255","704","186","1351","272","0","12","21","28","0","12","317","136","141","93","42","63","99","67","1400000US25025110201","Census Tract 1102.01, Suffolk County, Massachusetts"
"2656","167","1334","170","927","181","36","33","52","40","0","12","217","149","90","53","31","29","59","45","1400000US25025110301","Census Tract 1103.01, Suffolk County, Massachusetts"
"3807","341","1827","268","1384","361","33","53","118","114","0","12","350","178","95","69","27","29","68","58","1400000US25025110401","Census Tract 1104.01, Suffolk County, Massachusetts"
"4881","425","3035","380","1153","282","0","12","81","81","0","12","293","213","319","188","54","66","265","169","1400000US25025110403","Census Tract 1104.03, Suffolk County, Massachusetts"
"3429","316","2894","300","97","122","0","12","43","55","0","12","267","144","128","95","0","12","128","95","1400000US25025110501","Census Tract 1105.01, Suffolk County, Massachusetts"
"4740","425","3048","433","680","345","83","116","189","191","0","12","494","231","246","175","10","15","236","174","1400000US25025110502","Census Tract 1105.02, Suffolk County, Massachusetts"
"2997","191","2469","196","54","40","0","12","254","150","0","12","38","38","182","92","25","42","157","89","1400000US25025110601","Census Tract 1106.01, Suffolk County, Massachusetts"
"5675","491","5031","584","192","158","0","17","195","158","0","17","123","124","134","100","18","30","116","94","1400000US25025110607","Census Tract 1106.07, Suffolk County, Massachusetts"
"1852","152","1513","149","66","46","0","12","125","81","0","12","47","69","101","94","0","12","101","94","1400000US25025120103","Census Tract 1201.03, Suffolk County, Massachusetts"
"2335","219","1788","266","249","194","0","12","94","69","0","12","132","87","72","65","0","12","72","65","1400000US25025120104","Census Tract 1201.04, Suffolk County, Massachusetts"
"2696","516","2316","370","126","63","4","9","168","165","0","12","7","11","75","46","4","9","71","45","1400000US25025120105","Census Tract 1201.05, Suffolk County, Massachusetts"
"3991","348","2477","312","712","233","11","18","200","88","0","12","406","184","185","95","14","22","171","93","1400000US25025120201","Census Tract 1202.01, Suffolk County, Massachusetts"
"5326","468","2768","443","962","237","0","17","186","98","0","17","1112","410","298","153","54","48","244","139","1400000US25025120301","Census Tract 1203.01, Suffolk County, Massachusetts"
"6511","518","5430","481","354","229","10","22","294","135","0","17","109","101","314","176","14","23","300","176","1400000US25025120400","Census Tract 1204, Suffolk County, Massachusetts"
"2850","311","1556","197","316","174","13","15","205","111","0","12","626","206","134","64","27","25","107","59","1400000US25025120500","Census Tract 1205, Suffolk County, Massachusetts"
"2507","323","1810","282","195","152","0","12","101","42","0","12","288","284","113","59","0","12","113","59","1400000US25025120600","Census Tract 1206, Suffolk County, Massachusetts"
"2243","199","1540","243","224","125","47","52","263","99","0","12","131","75","38","29","0","12","38","29","1400000US25025120700","Census Tract 1207, Suffolk County, Massachusetts"
"6807","448","5445","547","278","242","0","17","575","187","0","17","150","136","359","176","45","56","314","169","1400000US25025130100","Census Tract 1301, Suffolk County, Massachusetts"
"5026","287","4402","290","133","86","10","15","224","119","0","17","91","93","166","107","0","17","166","107","1400000US25025130200","Census Tract 1302, Suffolk County, Massachusetts"
"4456","275","3876","349","217","167","0","12","240","76","0","12","115","160","8","13","0","12","8","13","1400000US25025130300","Census Tract 1303, Suffolk County, Massachusetts"
"4762","363","3854","337","114","116","0","12","551","159","0","12","108","157","135","118","0","12","135","118","1400000US25025130402","Census Tract 1304.02, Suffolk County, Massachusetts"
"3394","246","2188","265","597","272","0","12","363","113","0","12","236","184","10","17","0","12","10","17","1400000US25025130404","Census Tract 1304.04, Suffolk County, Massachusetts"
"6084","433","2225","408","3014","540","0","17","301","198","0","17","309","258","235","154","26","49","209","144","1400000US25025130406","Census Tract 1304.06, Suffolk County, Massachusetts"
"5779","382","2373","370","2692","418","0","17","209","115","0","17","325","207","180","127","0","17","180","127","1400000US25025140102","Census Tract 1401.02, Suffolk County, Massachusetts"
"4099","356","2431","353","1224","316","0","12","15","23","0","12","270","258","159","143","23","41","136","134","1400000US25025140105","Census Tract 1401.05, Suffolk County, Massachusetts"
"2299","210","698","176","1276","207","0","12","51","44","0","12","174","117","100","70","35","36","65","60","1400000US25025140106","Census Tract 1401.06, Suffolk County, Massachusetts"
"2912","292","1401","299","1129","342","22","37","0","12","0","12","167","121","193","92","82","61","111","73","1400000US25025140107","Census Tract 1401.07, Suffolk County, Massachusetts"
"2454","229","1120","201","717","128","0","12","176","148","0","12","277","143","164","171","10","14","154","170","1400000US25025140201","Census Tract 1402.01, Suffolk County, Massachusetts"
"6874","461","2944","475","2421","404","0","17","299","239","0","17","832","368","378","203","202","160","176","115","1400000US25025140202","Census Tract 1402.02, Suffolk County, Massachusetts"
"7750","781","1768","534","4291","811","0","17","43","52","0","17","1189","505","459","233","261","181","198","195","1400000US25025140300","Census Tract 1403, Suffolk County, Massachusetts"
"9056","775","1077","399","6670","839","57","64","37","43","0","17","863","433","352","306","45","54","307","306","1400000US25025140400","Census Tract 1404, Suffolk County, Massachusetts"
"8870","729","3513","882","417","256","0","17","412","331","0","17","973","390","3555","1032","18","31","3537","1032","1400000US25025160101","Census Tract 1601.01, Suffolk County, Massachusetts"
"4151","471","1919","485","63","65","0","12","47","61","0","12","335","166","1787","678","125","119","1662","676","1400000US25025160200","Census Tract 1602, Suffolk County, Massachusetts"
"2283","326","1639","317","155","88","0","12","45","38","0","12","144","97","300","237","0","12","300","237","1400000US25025160300","Census Tract 1603, Suffolk County, Massachusetts"
"3276","290","1604","278","293","163","21","34","69","55","0","12","195","122","1094","278","0","12","1094","278","1400000US25025160400","Census Tract 1604, Suffolk County, Massachusetts"
"5854","603","2646","550","215","113","0","17","278","182","0","17","331","196","2384","549","0","17","2384","549","1400000US25025160501","Census Tract 1605.01, Suffolk County, Massachusetts"
"5105","532","2319","488","400","279","0","17","85","98","0","17","222","120","2079","597","71","72","2008","593","1400000US25025160502","Census Tract 1605.02, Suffolk County, Massachusetts"
"4713","478","2808","521","335","193","0","12","144","88","0","12","495","233","931","441","135","129","796","447","1400000US25025160601","Census Tract 1606.01, Suffolk County, Massachusetts"
"5740","461","2896","623","683","174","0","17","524","287","0","17","653","278","984","476","7","13","977","478","1400000US25025160602","Census Tract 1606.02, Suffolk County, Massachusetts"
"7935","765","6395","749","357","215","0","17","209","176","0","17","301","317","673","395","209","175","464","332","1400000US25025170100","Census Tract 1701, Suffolk County, Massachusetts"
"4844","495","3726","547","384","271","0","12","111","92","0","12","327","228","296","305","34","39","262","304","1400000US25025170200","Census Tract 1702, Suffolk County, Massachusetts"
"9417","643","7603","751","786","468","0","17","524","286","0","17","286","236","218","201","118","155","100","95","1400000US25025170300","Census Tract 1703, Suffolk County, Massachusetts"
"5041","481","3493","550","509","377","0","17","298","260","0","17","484","300","257","265","0","17","257","265","1400000US25025170400","Census Tract 1704, Suffolk County, Massachusetts"
"4117","564","3215","581","143","120","0","12","268","132","0","12","316","200","175","138","0","12","175","138","1400000US25025170501","Census Tract 1705.01, Suffolk County, Massachusetts"
"2430","295","2224","325","14","22","0","12","124","140","0","12","9","15","59","53","0","12","59","53","1400000US25025170502","Census Tract 1705.02, Suffolk County, Massachusetts"
"5530","628","4443","754","177","139","32","39","139","169","0","17","474","271","265","286","7","12","258","287","1400000US25025170601","Census Tract 1706.01, Suffolk County, Massachusetts"
"2099","181","1373","232","83","64","0","12","146","100","0","12","305","187","192","92","0","12","192","92","1400000US25025170701","Census Tract 1707.01, Suffolk County, Massachusetts"
"5798","521","3927","555","348","243","0","17","540","352","0","17","376","255","607","340","128","171","479","317","1400000US25025170702","Census Tract 1707.02, Suffolk County, Massachusetts"
"6481","606","5534","772","141","235","108","180","250","185","0","17","331","322","117","119","22","36","95","114","1400000US25025170800","Census Tract 1708, Suffolk County, Massachusetts"
