"B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier","id","Geographic Area Name"
"1151","58","0","12","0","12","0","12","37","35","143","59","296","82","121","56","88","59","59","49","407","82","1400000US25017352200","Census Tract 3522, Middlesex County, Massachusetts"
"2443","110","210","81","200","81","697","127","172","67","81","43","102","58","22","25","89","53","56","58","814","127","1400000US25017352300","Census Tract 3523, Middlesex County, Massachusetts"
"862","31","5","8","12","12","26","21","39","23","79","33","17","14","23","21","88","42","126","52","447","74","1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts"
"1327","63","0","12","0","12","60","38","35","34","55","45","61","38","51","31","156","69","142","91","767","115","1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts"
"1159","29","16","27","0","12","18","19","48","45","175","69","89","62","81","57","56","42","90","70","586","118","1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts"
"1009","90","0","12","0","12","8","13","7","11","25","25","52","45","46","46","87","63","118","55","666","103","1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts"
"1000","52","0","12","27","18","26","15","27","24","85","36","154","52","48","25","70","37","40","28","523","73","1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts"
"1438","72","0","12","0","12","43","42","0","12","45","31","74","51","19","23","55","25","116","65","1086","99","1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts"
"2138","71","66","73","12","20","115","65","63","40","169","72","440","131","219","83","154","72","47","48","853","119","1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts"
"1010","68","6","10","27","34","330","71","18","16","49","37","76","41","29","21","58","30","34","30","383","92","1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts"
"344","70","0","12","0","12","0","12","4","6","5","8","42","22","100","44","169","65","19","15","5","8","1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts"
"1904","73","40","24","77","30","223","73","127","56","324","104","102","47","119","57","126","81","31","24","735","111","1400000US25017353200","Census Tract 3532, Middlesex County, Massachusetts"
"1956","58","12","20","31","29","36","30","68","55","90","45","22","29","81","53","87","48","54","41","1475","118","1400000US25017353300","Census Tract 3533, Middlesex County, Massachusetts"
"1418","61","0","12","7","12","175","69","90","56","11","17","226","117","131","66","58","58","55","54","665","144","1400000US25017353400","Census Tract 3534, Middlesex County, Massachusetts"
"1369","82","14","21","0","12","91","40","72","53","66","41","122","63","138","61","153","63","83","58","630","114","1400000US25017353500","Census Tract 3535, Middlesex County, Massachusetts"
"1495","108","8","13","0","12","14","17","19","20","48","37","88","43","94","46","50","33","108","57","1066","118","1400000US25017353600","Census Tract 3536, Middlesex County, Massachusetts"
"1909","92","7","12","0","17","27","40","74","49","45","33","137","64","133","68","67","41","108","47","1311","140","1400000US25017353700","Census Tract 3537, Middlesex County, Massachusetts"
"3140","82","0","12","0","12","17","30","50","44","352","144","211","103","356","145","267","116","237","128","1650","225","1400000US25017353800","Census Tract 3538, Middlesex County, Massachusetts"
"1503","89","0","17","31","31","238","80","150","84","16","18","200","73","304","93","68","47","27","42","469","106","1400000US25017353900","Census Tract 3539, Middlesex County, Massachusetts"
"2157","71","7","12","0","12","17","19","18","19","111","57","107","44","61","50","109","56","145","87","1582","133","1400000US25017354000","Census Tract 3540, Middlesex County, Massachusetts"
"1678","115","9","13","0","12","21","28","21","24","156","60","135","82","237","80","26","26","94","68","979","140","1400000US25017354100","Census Tract 3541, Middlesex County, Massachusetts"
"1391","84","8","13","11","17","8","12","9","14","82","51","0","12","116","57","18","18","44","33","1095","114","1400000US25017354200","Census Tract 3542, Middlesex County, Massachusetts"
"1690","58","5","9","0","12","50","47","86","48","172","79","220","81","124","51","136","69","75","51","822","104","1400000US25017354300","Census Tract 3543, Middlesex County, Massachusetts"
"788","48","0","12","0","12","7","11","17","18","6","9","17","15","22","17","21","16","78","25","620","57","1400000US25017354400","Census Tract 3544, Middlesex County, Massachusetts"
"1371","30","0","12","9","14","13","20","9","11","16","18","112","57","83","53","168","80","93","45","868","85","1400000US25017354500","Census Tract 3545, Middlesex County, Massachusetts"
"2966","121","227","112","444","161","253","140","217","122","249","170","135","89","406","147","32","31","75","57","928","178","1400000US25017354600","Census Tract 3546, Middlesex County, Massachusetts"
"1304","33","19","20","0","12","47","31","141","57","58","52","16","18","40","31","75","66","56","40","852","91","1400000US25017354700","Census Tract 3547, Middlesex County, Massachusetts"
"1087","33","5","7","4","6","12","12","37","26","125","40","47","31","35","24","25","19","29","25","768","57","1400000US25017354800","Census Tract 3548, Middlesex County, Massachusetts"
"3682","164","726","179","211","82","553","173","188","102","322","176","430","169","408","200","36","43","67","66","741","152","1400000US25017354900","Census Tract 3549, Middlesex County, Massachusetts"
"1568","51","54","31","24","21","65","42","63","55","142","71","188","71","95","57","69","48","94","60","774","127","1400000US25017355000","Census Tract 3550, Middlesex County, Massachusetts"
"1446","36","12","18","0","12","0","12","7","11","24","27","39","32","33","23","106","57","218","77","1007","98","1400000US25017356100","Census Tract 3561, Middlesex County, Massachusetts"
"2450","68","0","17","60","51","89","59","64","59","146","95","70","68","149","69","697","158","231","119","944","153","1400000US25017356300","Census Tract 3563, Middlesex County, Massachusetts"
"3123","111","102","66","59","48","27","31","93","91","90","66","152","81","320","125","979","177","185","73","1116","184","1400000US25017356400","Census Tract 3564, Middlesex County, Massachusetts"
"2954","88","19","31","33","36","120","95","54","42","180","89","457","147","509","159","548","125","99","63","935","153","1400000US25017356500","Census Tract 3565, Middlesex County, Massachusetts"
"2141","51","0","12","0","12","9","14","27","22","178","82","215","74","250","70","250","63","199","69","1013","109","1400000US25017356601","Census Tract 3566.01, Middlesex County, Massachusetts"
"1770","49","0","12","0","12","10","15","45","36","123","50","39","30","77","45","208","67","187","66","1081","80","1400000US25017356602","Census Tract 3566.02, Middlesex County, Massachusetts"
"3221","85","0","17","0","17","179","166","33","38","94","65","799","229","237","119","282","106","179","94","1418","193","1400000US25017356701","Census Tract 3567.01, Middlesex County, Massachusetts"
"3102","132","15","24","129","67","168","61","29","33","178","105","206","87","329","157","227","102","198","104","1623","192","1400000US25017356702","Census Tract 3567.02, Middlesex County, Massachusetts"
"1823","96","145","103","0","12","21","24","16","19","28","24","123","60","247","85","228","65","359","95","656","86","1400000US25017357100","Census Tract 3571, Middlesex County, Massachusetts"
"1125","48","9","14","29","26","20","23","10","16","46","33","31","26","42","31","104","45","29","26","805","75","1400000US25017357200","Census Tract 3572, Middlesex County, Massachusetts"
"1299","42","0","12","17","24","36","32","0","12","7","11","35","26","53","34","236","68","40","32","875","87","1400000US25017357300","Census Tract 3573, Middlesex County, Massachusetts"
"929","23","0","12","10","10","0","12","13","13","0","12","5","6","9","11","41","31","120","50","731","63","1400000US25017357400","Census Tract 3574, Middlesex County, Massachusetts"
"895","31","0","12","6","9","6","10","12","11","5","8","7","10","17","15","27","18","82","46","733","50","1400000US25017357500","Census Tract 3575, Middlesex County, Massachusetts"
"1070","48","0","12","8","12","0","12","24","37","18","19","81","35","42","33","36","22","111","56","750","74","1400000US25017357600","Census Tract 3576, Middlesex County, Massachusetts"
"1712","68","9","15","94","60","137","51","33","42","121","50","148","72","37","25","247","74","117","68","769","133","1400000US25017357700","Census Tract 3577, Middlesex County, Massachusetts"
"1383","40","24","25","34","36","46","35","20","22","64","34","55","48","136","57","293","76","94","37","617","86","1400000US25017357800","Census Tract 3578, Middlesex County, Massachusetts"
"1931","51","43","38","29","26","60","39","49","31","68","38","87","42","348","78","470","116","138","51","639","133","1400000US25017358100","Census Tract 3581, Middlesex County, Massachusetts"
"2303","81","38","43","33","34","321","102","396","102","372","106","293","113","256","103","303","95","139","84","152","64","1400000US25017358300","Census Tract 3583, Middlesex County, Massachusetts"
"1937","64","26","24","38","28","203","65","98","58","79","45","113","53","379","86","366","107","118","55","517","104","1400000US25017358400","Census Tract 3584, Middlesex County, Massachusetts"
"1903","46","77","51","44","26","163","63","198","63","183","50","129","56","334","87","441","117","96","61","238","55","1400000US25017358500","Census Tract 3585, Middlesex County, Massachusetts"
"2208","104","40","34","32","36","67","45","50","44","137","69","175","70","286","110","539","127","249","98","633","143","1400000US25017358600","Census Tract 3586, Middlesex County, Massachusetts"
"1872","72","49","27","57","38","189","52","78","40","53","46","222","60","275","67","457","85","128","62","364","61","1400000US25017358700","Census Tract 3587, Middlesex County, Massachusetts"
"2668","136","41","48","138","70","415","143","270","112","300","115","147","72","666","184","504","133","33","33","154","77","1400000US25017359100","Census Tract 3591, Middlesex County, Massachusetts"
"2840","119","116","85","127","73","301","111","278","107","130","67","170","92","485","107","783","181","71","53","379","130","1400000US25017359300","Census Tract 3593, Middlesex County, Massachusetts"
"577","41","0","12","59","40","157","57","24","18","30","20","39","27","38","25","217","56","13","14","0","12","1400000US25017360100","Census Tract 3601, Middlesex County, Massachusetts"
"2252","89","0","12","270","139","275","129","164","82","205","72","249","101","225","103","419","134","114","70","331","124","1400000US25017360200","Census Tract 3602, Middlesex County, Massachusetts"
"2471","114","0","17","59","51","134","75","304","105","141","80","387","134","249","106","619","146","137","71","441","122","1400000US25017361100","Census Tract 3611, Middlesex County, Massachusetts"
"2442","101","141","70","341","90","290","110","205","101","121","60","292","91","377","99","206","77","137","87","332","75","1400000US25017361200","Census Tract 3612, Middlesex County, Massachusetts"
"2188","155","36","40","92","59","141","73","149","76","217","92","201","79","267","99","345","123","86","51","654","165","1400000US25017361300","Census Tract 3613, Middlesex County, Massachusetts"
"2029","111","54","33","11","18","118","50","311","80","417","102","350","85","386","100","173","80","54","36","155","61","1400000US25017362100","Census Tract 3621, Middlesex County, Massachusetts"
"2760","116","68","47","170","107","485","121","496","150","345","118","708","162","198","90","200","110","22","35","68","52","1400000US25017363102","Census Tract 3631.02, Middlesex County, Massachusetts"
"1362","61","113","43","27","28","68","37","184","62","120","43","444","94","262","78","55","35","52","35","37","25","1400000US25017363103","Census Tract 3631.03, Middlesex County, Massachusetts"
"2268","68","13","21","44","68","102","59","411","130","130","68","363","91","592","131","303","118","83","52","227","97","1400000US25017363104","Census Tract 3631.04, Middlesex County, Massachusetts"
"1199","38","0","12","11","16","136","46","75","33","116","44","81","44","303","83","226","65","36","27","215","77","1400000US25017363201","Census Tract 3632.01, Middlesex County, Massachusetts"
"1365","45","47","46","30","36","90","43","79","47","117","56","168","67","382","79","243","64","53","36","156","58","1400000US25017363202","Census Tract 3632.02, Middlesex County, Massachusetts"
"2511","118","0","17","0","17","133","79","70","48","409","133","442","167","450","127","272","105","82","85","653","171","1400000US25017364101","Census Tract 3641.01, Middlesex County, Massachusetts"
"2156","140","29","37","31","35","108","66","246","78","412","111","31","34","118","52","149","75","145","68","887","161","1400000US25017364102","Census Tract 3641.02, Middlesex County, Massachusetts"
"2679","72","0","17","54","74","250","99","528","134","270","107","424","136","680","125","281","118","78","59","114","51","1400000US25017365100","Census Tract 3651, Middlesex County, Massachusetts"
"2097","70","40","33","57","34","118","59","118","69","183","90","237","81","460","107","723","116","17","26","144","66","1400000US25017365201","Census Tract 3652.01, Middlesex County, Massachusetts"
"1718","48","26","28","48","31","419","93","190","64","172","65","162","65","329","73","244","74","39","47","89","42","1400000US25017365202","Census Tract 3652.02, Middlesex County, Massachusetts"
"1834","82","8","13","40","25","129","58","94","47","46","30","144","71","221","60","534","104","130","67","488","114","1400000US25017366100","Census Tract 3661, Middlesex County, Massachusetts"
"1275","40","7","12","0","12","109","48","128","64","49","34","38","30","251","67","493","85","56","35","144","67","1400000US25017366201","Census Tract 3662.01, Middlesex County, Massachusetts"
"2032","72","43","35","93","42","144","72","174","60","194","70","206","66","380","76","547","86","98","47","153","61","1400000US25017366202","Census Tract 3662.02, Middlesex County, Massachusetts"
"1438","81","21","23","38","34","116","54","116","46","26","23","39","27","216","72","326","80","127","65","413","94","1400000US25017367100","Census Tract 3671, Middlesex County, Massachusetts"
"2526","142","26","29","83","49","257","100","179","85","196","91","103","69","580","165","379","163","44","33","679","137","1400000US25017367200","Census Tract 3672, Middlesex County, Massachusetts"
"2694","126","0","17","0","17","330","124","377","141","241","123","326","155","316","115","537","153","193","118","374","222","1400000US25017368101","Census Tract 3681.01, Middlesex County, Massachusetts"
"1494","42","31","25","21","23","184","67","131","54","136","48","184","70","261","79","238","72","113","80","195","65","1400000US25017368102","Census Tract 3681.02, Middlesex County, Massachusetts"
"1768","75","9","14","39","33","85","54","181","57","189","78","129","58","184","70","267","81","150","73","535","102","1400000US25017368200","Census Tract 3682, Middlesex County, Massachusetts"
"2542","76","77","66","27","32","200","103","69","80","66","59","342","139","224","102","307","124","177","109","1053","190","1400000US25017368300","Census Tract 3683, Middlesex County, Massachusetts"
"2469","98","0","17","35","41","345","114","186","106","162","120","264","105","310","132","373","148","163","82","631","177","1400000US25017368400","Census Tract 3684, Middlesex County, Massachusetts"
"1735","68","11","16","0","12","200","74","212","80","50","34","291","96","49","34","82","48","155","89","685","128","1400000US25017368500","Census Tract 3685, Middlesex County, Massachusetts"
"2540","97","10","19","0","17","34","50","0","17","74","56","207","118","326","130","193","89","190","87","1506","193","1400000US25017368600","Census Tract 3686, Middlesex County, Massachusetts"
"1078","62","0","12","0","12","27","41","10","14","42","36","122","60","119","69","22","24","23","25","713","118","1400000US25017368700","Census Tract 3687, Middlesex County, Massachusetts"
"2523","107","397","132","30","36","82","70","174","121","32","29","233","135","71","43","310","121","350","107","844","217","1400000US25017368800","Census Tract 3688, Middlesex County, Massachusetts"
"2154","57","0","17","13","20","61","52","367","117","212","84","308","117","396","137","611","140","50","49","136","83","1400000US25017368901","Census Tract 3689.01, Middlesex County, Massachusetts"
"1588","77","20","25","20","21","34","27","98","76","108","69","293","95","158","93","347","128","123","57","387","105","1400000US25017368902","Census Tract 3689.02, Middlesex County, Massachusetts"
"581","21","0","12","9","10","288","34","55","17","21","17","56","32","53","24","70","26","6","8","23","17","1400000US25017369000","Census Tract 3690, Middlesex County, Massachusetts"
"1970","70","0","17","7","11","62","36","57","41","67","36","142","58","289","95","389","108","455","108","502","111","1400000US25017369100","Census Tract 3691, Middlesex County, Massachusetts"
"2987","101","0","17","35","42","196","126","72","49","181","91","147","91","231","98","963","202","474","152","688","169","1400000US25017370101","Census Tract 3701.01, Middlesex County, Massachusetts"
"4324","135","204","82","194","82","855","170","60","44","538","158","243","85","352","155","324","105","271","108","1283","225","1400000US25017370102","Census Tract 3701.02, Middlesex County, Massachusetts"
"1727","56","7","11","0","12","20","22","21","24","27","30","32","27","87","53","97","53","87","48","1349","108","1400000US25017370201","Census Tract 3702.01, Middlesex County, Massachusetts"
"1904","70","19","24","0","12","54","58","0","12","22","25","25","26","97","51","254","92","107","49","1326","139","1400000US25017370202","Census Tract 3702.02, Middlesex County, Massachusetts"
"3035","85","0","17","17","26","15","24","110","83","579","184","295","151","393","155","184","90","61","59","1381","206","1400000US25017370300","Census Tract 3703, Middlesex County, Massachusetts"
"2593","125","89","53","0","17","38","43","92","50","18","28","399","161","261","128","170","91","39","44","1487","216","1400000US25017370400","Census Tract 3704, Middlesex County, Massachusetts"
"2113","129","28","24","13","21","14","22","77","79","102","81","76","57","78","83","153","97","68","74","1504","194","1400000US25017373100","Census Tract 3731, Middlesex County, Massachusetts"
"2113","49","23","25","46","32","96","69","40","36","133","70","97","65","117","71","300","100","240","93","1021","153","1400000US25017373200","Census Tract 3732, Middlesex County, Massachusetts"
"1320","33","10","16","12","19","95","59","49","38","20","23","162","73","135","77","71","39","146","60","620","108","1400000US25017373300","Census Tract 3733, Middlesex County, Massachusetts"
"1436","37","0","12","20","22","46","32","107","72","20","23","29","20","56","39","76","35","78","55","1004","110","1400000US25017373400","Census Tract 3734, Middlesex County, Massachusetts"
"1941","74","0","17","37","44","9","14","33","25","85","43","29","30","69","57","129","62","131","55","1419","121","1400000US25017373500","Census Tract 3735, Middlesex County, Massachusetts"
"1020","24","0","17","0","17","37","28","32","34","47","31","57","52","42","31","152","73","117","69","536","78","1400000US25017373600","Census Tract 3736, Middlesex County, Massachusetts"
"1409","35","17","20","18","20","39","29","32","29","8","12","0","12","34","28","127","71","63","34","1071","86","1400000US25017373700","Census Tract 3737, Middlesex County, Massachusetts"
"2577","62","23","35","22","28","182","110","46","52","160","86","406","140","163","71","124","73","100","75","1351","179","1400000US25017373800","Census Tract 3738, Middlesex County, Massachusetts"
"2715","60","47","45","140","102","179","98","248","108","156","95","199","114","531","155","596","154","202","93","417","128","1400000US25017373900","Census Tract 3739, Middlesex County, Massachusetts"
"1751","60","61","50","26","23","48","34","74","29","300","84","62","29","177","67","426","100","397","79","180","58","1400000US25017374000","Census Tract 3740, Middlesex County, Massachusetts"
"2055","62","17","20","9","15","314","108","103","42","238","82","84","40","60","36","157","58","180","70","893","119","1400000US25017374100","Census Tract 3741, Middlesex County, Massachusetts"
"1615","60","61","46","0","12","49","36","20","22","31","21","38","44","73","46","150","59","106","49","1087","96","1400000US25017374200","Census Tract 3742, Middlesex County, Massachusetts"
"1294","58","0","12","13","18","30","24","35","26","30","25","51","35","10","15","154","55","151","54","820","81","1400000US25017374300","Census Tract 3743, Middlesex County, Massachusetts"
"2140","136","0","17","32","31","204","87","0","17","49","49","228","123","54","47","360","113","187","87","1026","136","1400000US25017374400","Census Tract 3744, Middlesex County, Massachusetts"
"1702","56","11","17","17","19","60","53","51","33","53","41","63","39","217","82","229","78","61","38","940","106","1400000US25017374500","Census Tract 3745, Middlesex County, Massachusetts"
"1999","68","31","28","0","17","19","21","90","69","91","48","40","33","67","41","291","82","350","99","1020","114","1400000US25017374600","Census Tract 3746, Middlesex County, Massachusetts"
"1873","49","49","42","11","14","62","43","47","35","180","90","71","36","239","82","267","109","125","53","822","112","1400000US25017374700","Census Tract 3747, Middlesex County, Massachusetts"
"1478","69","41","40","15","25","214","76","34","27","100","52","62","35","101","51","115","57","204","69","592","95","1400000US25017374800","Census Tract 3748, Middlesex County, Massachusetts"
"1859","65","70","58","0","17","69","44","90","47","51","42","58","35","267","74","709","110","276","66","269","95","1400000US25017382100","Census Tract 3821, Middlesex County, Massachusetts"
"2175","62","17","25","15","23","127","64","112","90","145","77","69","50","276","132","405","131","340","115","669","147","1400000US25017382200","Census Tract 3822, Middlesex County, Massachusetts"
"2320","69","0","17","25","29","235","99","227","79","424","113","179","76","214","85","333","114","178","82","505","112","1400000US25017382300","Census Tract 3823, Middlesex County, Massachusetts"
"2088","116","24","27","213","69","123","48","110","57","187","68","149","71","142","74","302","105","146","61","692","113","1400000US25017382400","Census Tract 3824, Middlesex County, Massachusetts"
"2500","89","131","83","296","104","396","153","86","57","57","45","16","27","222","111","339","119","269","94","688","159","1400000US25017382500","Census Tract 3825, Middlesex County, Massachusetts"
"2439","82","0","12","37","49","139","85","313","114","1296","186","386","151","65","65","102","59","84","103","17","27","1400000US25017382601","Census Tract 3826.01, Middlesex County, Massachusetts"
"1888","52","0","12","0","12","208","65","52","38","236","76","209","71","221","76","517","98","389","94","56","36","1400000US25017382602","Census Tract 3826.02, Middlesex County, Massachusetts"
"1397","64","0","12","0","12","30","36","73","65","72","47","136","70","311","90","29","28","175","82","571","112","1400000US25017383101","Census Tract 3831.01, Middlesex County, Massachusetts"
"2027","73","0","17","0","17","0","17","107","77","103","64","569","126","385","113","375","134","253","95","235","104","1400000US25017383102","Census Tract 3831.02, Middlesex County, Massachusetts"
"2372","136","12","20","19","30","14","21","85","79","164","86","155","110","241","150","296","117","219","107","1167","233","1400000US25017383200","Census Tract 3832, Middlesex County, Massachusetts"
"1398","81","0","12","86","84","147","80","42","32","144","92","48","37","134","73","523","144","52","57","222","101","1400000US25017383300","Census Tract 3833, Middlesex County, Massachusetts"
"2547","69","59","39","0","17","52","69","144","121","269","107","153","111","75","54","542","199","209","146","1044","206","1400000US25017383400","Census Tract 3834, Middlesex County, Massachusetts"
"2287","69","0","17","89","71","53","40","349","132","108","48","463","125","220","89","332","101","203","101","470","125","1400000US25017383501","Census Tract 3835.01, Middlesex County, Massachusetts"
"1072","55","0","12","8","13","0","12","76","52","70","39","108","50","91","45","268","90","65","40","386","91","1400000US25017383502","Census Tract 3835.02, Middlesex County, Massachusetts"
"2579","93","0","17","23","38","91","102","255","131","372","143","375","163","374","136","701","157","89","48","299","119","1400000US25017383600","Census Tract 3836, Middlesex County, Massachusetts"
"2198","54","0","17","12","23","77","85","155","85","169","101","183","91","626","157","589","144","17","27","370","120","1400000US25017383700","Census Tract 3837, Middlesex County, Massachusetts"
"2613","111","219","74","18","30","164","73","69","54","194","112","210","85","483","182","933","177","52","52","271","124","1400000US25017383800","Census Tract 3838, Middlesex County, Massachusetts"
"3369","86","13","21","108","88","128","98","83","59","319","130","505","172","637","171","1088","177","220","89","268","144","1400000US25017383901","Census Tract 3839.01, Middlesex County, Massachusetts"
"2044","49","33","37","0","17","31","23","106","45","389","90","215","71","739","103","333","92","93","52","105","46","1400000US25017383902","Census Tract 3839.02, Middlesex County, Massachusetts"
"609","21","10","14","3","5","0","12","7","10","72","33","171","51","237","52","43","23","11","10","55","32","1400000US25017384001","Census Tract 3840.01, Middlesex County, Massachusetts"
"2937","135","0","17","22","35","39","45","376","177","287","132","1544","225","353","129","156","91","60","63","100","73","1400000US25017384002","Census Tract 3840.02, Middlesex County, Massachusetts"
"2699","88","190","90","129","67","542","139","471","109","158","78","235","100","398","127","327","104","158","92","91","79","1400000US25017385100","Census Tract 3851, Middlesex County, Massachusetts"
"1168","39","0","12","0","12","53","29","67","46","265","75","170","72","200","68","252","76","43","35","118","60","1400000US25017385201","Census Tract 3852.01, Middlesex County, Massachusetts"
"3201","112","169","112","64","48","177","81","740","187","982","185","223","85","99","73","338","124","86","54","323","130","1400000US25017385202","Census Tract 3852.02, Middlesex County, Massachusetts"
"1601","109","23","25","52","64","90","45","109","62","217","68","355","79","322","93","97","46","24","25","312","91","1400000US25017386100","Census Tract 3861, Middlesex County, Massachusetts"
"1628","64","17","26","0","12","62","37","105","47","261","77","197","67","344","82","218","66","70","36","354","86","1400000US25017387100","Census Tract 3871, Middlesex County, Massachusetts"
"2217","110","84","52","31","37","115","66","0","17","82","53","212","88","707","153","410","120","30","34","546","149","1400000US25017387201","Census Tract 3872.01, Middlesex County, Massachusetts"
"1531","49","36","22","96","42","219","74","288","76","103","45","170","65","423","88","113","51","7","10","76","44","1400000US25017387202","Census Tract 3872.02, Middlesex County, Massachusetts"
"2371","162","225","73","19","29","210","72","497","96","215","68","786","108","188","61","75","57","53","35","103","64","1400000US25017388100","Census Tract 3881, Middlesex County, Massachusetts"
"2597","262","23","36","61","46","291","133","299","145","331","131","378","133","163","99","202","107","32","37","817","210","1400000US25017388200","Census Tract 3882, Middlesex County, Massachusetts"
"1982","97","57","55","39","36","45","45","31","37","145","82","402","140","244","112","332","121","81","47","606","147","1400000US25017388300","Census Tract 3883, Middlesex County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017980000","Census Tract 9800, Middlesex County, Massachusetts"
"2524","76","20","33","0","17","86","87","65","61","16","27","221","97","154","83","325","150","143","104","1494","212","1400000US25021400100","Census Tract 4001, Norfolk County, Massachusetts"
"2931","88","16","28","0","17","129","64","118","71","332","127","542","173","300","109","237","111","217","113","1040","179","1400000US25021400200","Census Tract 4002, Norfolk County, Massachusetts"
"1637","68","0","12","11","17","7","11","18","20","51","43","66","36","117","40","92","61","101","59","1174","117","1400000US25021400300","Census Tract 4003, Norfolk County, Massachusetts"
"2769","105","0","17","0","17","119","107","31","35","150","63","699","186","371","135","122","67","72","65","1205","179","1400000US25021400400","Census Tract 4004, Norfolk County, Massachusetts"
"2490","67","0","17","0","17","147","80","82","58","118","69","255","109","188","129","212","108","244","135","1244","191","1400000US25021400500","Census Tract 4005, Norfolk County, Massachusetts"
"2238","65","13","23","57","33","44","50","40","32","323","101","229","94","143","84","58","49","117","68","1214","127","1400000US25021400600","Census Tract 4006, Norfolk County, Massachusetts"
"1395","56","0","12","0","12","27","23","76","46","50","32","45","34","115","70","9","15","110","61","963","94","1400000US25021400700","Census Tract 4007, Norfolk County, Massachusetts"
"2599","69","80","62","0","17","34","31","135","70","262","126","309","111","579","151","234","106","109","61","857","166","1400000US25021400800","Census Tract 4008, Norfolk County, Massachusetts"
"1975","66","0","12","0","12","48","36","27","24","155","64","562","113","413","91","79","48","60","40","631","100","1400000US25021400900","Census Tract 4009, Norfolk County, Massachusetts"
"1313","50","0","12","0","12","53","28","25","23","72","49","11","17","51","46","79","41","79","46","943","101","1400000US25021401000","Census Tract 4010, Norfolk County, Massachusetts"
"1494","77","11","16","22","23","57","61","120","51","56","36","87","45","174","72","140","59","126","51","701","110","1400000US25021401100","Census Tract 4011, Norfolk County, Massachusetts"
"2598","78","0","17","30","30","281","125","185","116","99","68","137","72","180","101","309","128","496","158","881","187","1400000US25021401200","Census Tract 4012, Norfolk County, Massachusetts"
"1542","58","15","23","74","58","32","52","18","15","136","78","70","47","198","67","353","101","74","49","572","94","1400000US25021402101","Census Tract 4021.01, Norfolk County, Massachusetts"
"1775","75","0","12","6","12","53","42","17","20","144","50","188","90","202","95","163","73","121","60","881","136","1400000US25021402102","Census Tract 4021.02, Norfolk County, Massachusetts"
"884","37","4","7","4","6","40","25","41","21","30","16","71","25","103","44","261","57","75","31","255","62","1400000US25021402200","Census Tract 4022, Norfolk County, Massachusetts"
"1628","58","37","32","0","12","110","55","13","14","27","25","88","38","453","84","569","94","114","54","217","76","1400000US25021402300","Census Tract 4023, Norfolk County, Massachusetts"
"2947","108","38","42","68","63","526","169","248","114","63","72","108","118","231","105","482","162","166","97","1017","208","1400000US25021402400","Census Tract 4024, Norfolk County, Massachusetts"
"1801","83","13","20","101","86","459","100","70","53","143","63","99","56","79","57","235","86","120","86","482","125","1400000US25021402500","Census Tract 4025, Norfolk County, Massachusetts"
"2380","111","70","58","62","48","99","68","49","52","86","68","18","28","283","104","607","146","438","167","668","112","1400000US25021403100","Census Tract 4031, Norfolk County, Massachusetts"
"1520","46","32","27","38","48","154","81","69","38","73","43","98","46","237","77","259","75","60","37","500","85","1400000US25021403300","Census Tract 4033, Norfolk County, Massachusetts"
"2501","137","26","31","52","41","219","83","199","91","369","124","231","99","354","102","499","143","191","103","361","100","1400000US25021403400","Census Tract 4034, Norfolk County, Massachusetts"
"2630","142","211","114","237","102","334","97","171","98","275","97","180","111","340","136","387","132","75","55","420","153","1400000US25021403500","Census Tract 4035, Norfolk County, Massachusetts"
"1427","54","50","33","20","15","101","56","71","41","33","29","77","57","131","65","185","69","167","71","592","94","1400000US25021404100","Census Tract 4041, Norfolk County, Massachusetts"
