"B05001_001E","B05001_001M","B05001_002E","B05001_002M","B05001_003E","B05001_003M","B05001_004E","B05001_004M","B05001_005E","B05001_005M","B05001_006E","B05001_006M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","id","Geographic Area Name"
"3724","284","2882","293","5","11","100","102","337","161","400","184","1400000US25017321400","Census Tract 3214, Middlesex County, Massachusetts"
"6215","696","4257","600","250","160","68","75","584","200","1056","488","1400000US25017321500","Census Tract 3215, Middlesex County, Massachusetts"
"8261","477","6338","626","44","52","12","18","738","234","1129","435","1400000US25017321600","Census Tract 3216, Middlesex County, Massachusetts"
"4813","260","4291","294","0","12","64","66","330","152","128","103","1400000US25017322100","Census Tract 3221, Middlesex County, Massachusetts"
"4151","242","3430","261","13","20","31","36","348","153","329","188","1400000US25017322200","Census Tract 3222, Middlesex County, Massachusetts"
"6321","249","5394","307","74","83","49","44","571","170","233","126","1400000US25017322300","Census Tract 3223, Middlesex County, Massachusetts"
"4602","406","3509","404","24","29","12","19","309","110","748","222","1400000US25017322400","Census Tract 3224, Middlesex County, Massachusetts"
"7133","27","6454","180","0","17","64","51","352","124","263","126","1400000US25017323100","Census Tract 3231, Middlesex County, Massachusetts"
"5679","247","5001","267","3","8","89","53","239","108","347","189","1400000US25017324101","Census Tract 3241.01, Middlesex County, Massachusetts"
"4392","248","3940","238","18","28","46","33","237","105","151","67","1400000US25017324102","Census Tract 3241.02, Middlesex County, Massachusetts"
"8106","25","7200","306","0","17","76","58","506","246","324","152","1400000US25017325100","Census Tract 3251, Middlesex County, Massachusetts"
"4636","234","4297","210","0","12","0","12","258","99","81","66","1400000US25017326101","Census Tract 3261.01, Middlesex County, Massachusetts"
"6677","239","6267","290","0","17","104","63","212","113","94","67","1400000US25017326102","Census Tract 3261.02, Middlesex County, Massachusetts"
"3881","206","3653","201","0","12","48","47","93","51","87","75","1400000US25017327101","Census Tract 3271.01, Middlesex County, Massachusetts"
"4471","217","4200","234","22","23","60","50","133","57","56","43","1400000US25017327102","Census Tract 3271.02, Middlesex County, Massachusetts"
"3753","171","3584","183","0","12","24","27","80","75","65","40","1400000US25017327103","Census Tract 3271.03, Middlesex County, Massachusetts"
"3366","20","3141","74","0","12","0","12","122","48","103","67","1400000US25017328100","Census Tract 3281, Middlesex County, Massachusetts"
"8899","270","8118","364","0","17","23","37","480","188","278","184","1400000US25017330100","Census Tract 3301, Middlesex County, Massachusetts"
"6682","270","5995","343","0","17","58","54","323","163","306","210","1400000US25017330200","Census Tract 3302, Middlesex County, Massachusetts"
"3190","200","2716","236","0","12","36","27","221","119","217","99","1400000US25017331101","Census Tract 3311.01, Middlesex County, Massachusetts"
"7346","331","6659","297","21","34","23","36","459","171","184","114","1400000US25017331102","Census Tract 3311.02, Middlesex County, Massachusetts"
"5569","216","4869","257","0","17","76","52","360","148","264","125","1400000US25017331200","Census Tract 3312, Middlesex County, Massachusetts"
"7272","292","6356","335","0","17","45","51","552","208","319","181","1400000US25017331300","Census Tract 3313, Middlesex County, Massachusetts"
"6710","353","5596","402","0","17","283","254","622","190","209","109","1400000US25017332100","Census Tract 3321, Middlesex County, Massachusetts"
"9434","365","6296","527","236","238","100","74","1387","297","1415","488","1400000US25017332200","Census Tract 3322, Middlesex County, Massachusetts"
"7478","402","5590","516","0","17","15","26","762","236","1111","336","1400000US25017332300","Census Tract 3323, Middlesex County, Massachusetts"
"4028","351","2945","302","10","16","11","20","528","256","534","279","1400000US25017332400","Census Tract 3324, Middlesex County, Massachusetts"
"7761","380","6116","392","0","17","167","112","631","193","847","343","1400000US25017333100","Census Tract 3331, Middlesex County, Massachusetts"
"5199","308","4287","331","78","102","68","57","425","282","341","190","1400000US25017333200","Census Tract 3332, Middlesex County, Massachusetts"
"3535","362","2352","361","50","54","27","25","554","186","552","203","1400000US25017333300","Census Tract 3333, Middlesex County, Massachusetts"
"6284","418","5089","425","31","50","19","32","642","169","503","365","1400000US25017333400","Census Tract 3334, Middlesex County, Massachusetts"
"5842","336","4866","347","11","18","0","17","418","121","547","284","1400000US25017333501","Census Tract 3335.01, Middlesex County, Massachusetts"
"3209","274","2858","297","18","22","5","11","210","117","118","102","1400000US25017333502","Census Tract 3335.02, Middlesex County, Massachusetts"
"8474","580","5983","642","123","114","16","27","687","229","1665","550","1400000US25017333600","Census Tract 3336, Middlesex County, Massachusetts"
"6844","247","6172","286","0","17","19","21","537","171","116","95","1400000US25017334100","Census Tract 3341, Middlesex County, Massachusetts"
"3998","204","3730","218","0","12","18","19","185","78","65","46","1400000US25017334200","Census Tract 3342, Middlesex County, Massachusetts"
"7720","258","7180","287","0","17","38","41","302","126","200","114","1400000US25017334300","Census Tract 3343, Middlesex County, Massachusetts"
"6570","269","5876","305","11","16","18","29","468","171","197","98","1400000US25017334400","Census Tract 3344, Middlesex County, Massachusetts"
"5705","301","5257","308","0","17","34","50","266","124","148","131","1400000US25017335100","Census Tract 3351, Middlesex County, Massachusetts"
"6554","498","6088","493","27","38","52","51","257","131","130","124","1400000US25017335200","Census Tract 3352, Middlesex County, Massachusetts"
"4445","269","3823","247","17","26","42","48","246","86","317","264","1400000US25017335301","Census Tract 3353.01, Middlesex County, Massachusetts"
"5014","290","4624","325","9","14","54","67","250","101","77","51","1400000US25017335302","Census Tract 3353.02, Middlesex County, Massachusetts"
"5275","263","4773","285","0","17","30","27","358","128","114","74","1400000US25017335400","Census Tract 3354, Middlesex County, Massachusetts"
"5481","353","4678","431","0","17","157","121","411","169","235","134","1400000US25017336100","Census Tract 3361, Middlesex County, Massachusetts"
"6065","301","5473","342","0","17","103","86","309","188","180","156","1400000US25017336200","Census Tract 3362, Middlesex County, Massachusetts"
"6582","319","6013","339","0","17","79","58","344","104","146","68","1400000US25017336300","Census Tract 3363, Middlesex County, Massachusetts"
"5380","359","3838","428","72","84","134","132","738","267","598","258","1400000US25017336401","Census Tract 3364.01, Middlesex County, Massachusetts"
"4605","243","4122","288","0","12","9","12","303","163","171","91","1400000US25017336402","Census Tract 3364.02, Middlesex County, Massachusetts"
"3159","210","2816","256","0","12","0","12","241","103","102","71","1400000US25017337101","Census Tract 3371.01, Middlesex County, Massachusetts"
"5553","255","4927","346","0","17","0","17","421","149","205","141","1400000US25017337102","Census Tract 3371.02, Middlesex County, Massachusetts"
"3211","243","2470","252","60","66","13","19","293","146","375","164","1400000US25017337201","Census Tract 3372.01, Middlesex County, Massachusetts"
"5204","249","4647","303","39","45","33","53","394","205","91","95","1400000US25017337202","Census Tract 3372.02, Middlesex County, Massachusetts"
"6096","327","5019","371","0","17","67","69","800","286","210","157","1400000US25017337300","Census Tract 3373, Middlesex County, Massachusetts"
"3177","199","2568","226","0","12","25","22","410","131","174","98","1400000US25017338100","Census Tract 3381, Middlesex County, Massachusetts"
"4087","297","2791","275","0","12","57","49","674","151","565","224","1400000US25017338200","Census Tract 3382, Middlesex County, Massachusetts"
"3428","169","3012","171","10","18","36","36","179","68","191","122","1400000US25017338300","Census Tract 3383, Middlesex County, Massachusetts"
"6224","278","5015","247","10","15","100","67","839","177","260","90","1400000US25017338400","Census Tract 3384, Middlesex County, Massachusetts"
"5822","205","4962","220","13","19","50","53","460","139","337","138","1400000US25017338500","Census Tract 3385, Middlesex County, Massachusetts"
"6388","286","5031","342","23","37","38","31","942","230","354","185","1400000US25017339100","Census Tract 3391, Middlesex County, Massachusetts"
"5995","390","5280","398","46","73","42","46","507","219","120","69","1400000US25017339200","Census Tract 3392, Middlesex County, Massachusetts"
"2617","304","2061","274","7","12","39","36","338","106","172","93","1400000US25017339300","Census Tract 3393, Middlesex County, Massachusetts"
"3690","274","2870","251","0","12","60","43","289","96","471","131","1400000US25017339400","Census Tract 3394, Middlesex County, Massachusetts"
"5669","368","4436","342","5","11","78","64","419","157","731","288","1400000US25017339500","Census Tract 3395, Middlesex County, Massachusetts"
"5181","452","4065","502","20","37","158","131","600","244","338","232","1400000US25017339600","Census Tract 3396, Middlesex County, Massachusetts"
"3893","270","2510","318","99","99","57","41","600","164","627","294","1400000US25017339700","Census Tract 3397, Middlesex County, Massachusetts"
"5026","460","3122","323","38","61","26","29","539","215","1301","456","1400000US25017339801","Census Tract 3398.01, Middlesex County, Massachusetts"
"5184","315","3730","353","19","31","88","97","685","203","662","230","1400000US25017339802","Census Tract 3398.02, Middlesex County, Massachusetts"
"5101","484","3707","404","2","4","82","63","688","218","622","223","1400000US25017339900","Census Tract 3399, Middlesex County, Massachusetts"
"2463","249","1898","214","0","12","21","23","301","138","243","146","1400000US25017340000","Census Tract 3400, Middlesex County, Massachusetts"
"6430","431","5229","456","99","118","51","69","680","371","371","164","1400000US25017340100","Census Tract 3401, Middlesex County, Massachusetts"
"3876","377","2392","333","13","18","0","12","1019","300","452","188","1400000US25017341101","Census Tract 3411.01, Middlesex County, Massachusetts"
"4320","390","2641","342","11","18","117","125","571","205","980","221","1400000US25017341102","Census Tract 3411.02, Middlesex County, Massachusetts"
"6945","518","3522","481","0","17","162","152","1761","369","1500","477","1400000US25017341200","Census Tract 3412, Middlesex County, Massachusetts"
"5455","605","1854","372","16","28","15","34","1284","352","2286","567","1400000US25017341300","Census Tract 3413, Middlesex County, Massachusetts"
"6541","794","3793","730","0","17","0","17","1182","484","1566","640","1400000US25017341400","Census Tract 3414, Middlesex County, Massachusetts"
"5449","679","2597","436","10","15","319","449","1062","236","1461","406","1400000US25017341500","Census Tract 3415, Middlesex County, Massachusetts"
"5976","458","3654","496","0","17","57","76","1218","334","1047","276","1400000US25017341600","Census Tract 3416, Middlesex County, Massachusetts"
"5467","497","3691","429","49","71","86","65","887","250","754","290","1400000US25017341700","Census Tract 3417, Middlesex County, Massachusetts"
"6585","539","3474","470","30","36","69","85","1379","344","1633","454","1400000US25017341800","Census Tract 3418, Middlesex County, Massachusetts"
"1372","102","871","123","0","12","43","34","232","101","226","112","1400000US25017341901","Census Tract 3419.01, Middlesex County, Massachusetts"
"8998","585","5061","583","62","84","370","277","1140","333","2365","580","1400000US25017341902","Census Tract 3419.02, Middlesex County, Massachusetts"
"5096","508","2983","323","70","107","51","39","911","244","1081","361","1400000US25017342101","Census Tract 3421.01, Middlesex County, Massachusetts"
"4033","322","2353","340","21","40","44","55","706","208","909","358","1400000US25017342102","Census Tract 3421.02, Middlesex County, Massachusetts"
"5038","521","3080","510","9","14","109","86","612","168","1228","397","1400000US25017342201","Census Tract 3422.01, Middlesex County, Massachusetts"
"3893","401","2412","259","7","13","59","87","788","184","627","249","1400000US25017342202","Census Tract 3422.02, Middlesex County, Massachusetts"
"7661","647","4606","571","20","34","0","17","1545","408","1490","492","1400000US25017342300","Census Tract 3423, Middlesex County, Massachusetts"
"7282","649","3732","626","0","17","166","194","1314","318","2070","600","1400000US25017342400","Census Tract 3424, Middlesex County, Massachusetts"
"8369","696","4017","792","65","68","167","154","1827","585","2293","853","1400000US25017342500","Census Tract 3425, Middlesex County, Massachusetts"
"4746","449","2207","322","0","12","73","54","858","216","1608","371","1400000US25017342600","Census Tract 3426, Middlesex County, Massachusetts"
"2260","230","1354","189","0","12","13","20","409","159","484","158","1400000US25017350103","Census Tract 3501.03, Middlesex County, Massachusetts"
"7926","607","4991","550","32","47","78","60","1503","411","1322","433","1400000US25017350104","Census Tract 3501.04, Middlesex County, Massachusetts"
"7181","545","4533","521","2","4","75","53","1099","315","1472","463","1400000US25017350200","Census Tract 3502, Middlesex County, Massachusetts"
"2799","252","2142","220","35","35","31","31","219","143","372","151","1400000US25017350300","Census Tract 3503, Middlesex County, Massachusetts"
"5740","479","4898","495","36","41","66","64","267","120","473","201","1400000US25017350400","Census Tract 3504, Middlesex County, Massachusetts"
"1593","145","1453","144","0","12","6","10","53","36","81","50","1400000US25017350500","Census Tract 3505, Middlesex County, Massachusetts"
"5054","355","4204","335","0","17","87","53","197","66","566","185","1400000US25017350600","Census Tract 3506, Middlesex County, Massachusetts"
"5849","525","4572","519","56","90","49","37","576","157","596","226","1400000US25017350700","Census Tract 3507, Middlesex County, Massachusetts"
"2090","165","1826","178","0","12","26","20","133","49","105","44","1400000US25017350800","Census Tract 3508, Middlesex County, Massachusetts"
"3720","280","3299","290","0","12","11","19","193","88","217","90","1400000US25017350900","Census Tract 3509, Middlesex County, Massachusetts"
"6787","511","5386","494","86","70","61","62","306","139","948","290","1400000US25017351000","Census Tract 3510, Middlesex County, Massachusetts"
"5690","523","4329","512","15","26","114","80","651","218","581","201","1400000US25017351100","Census Tract 3511, Middlesex County, Massachusetts"
"4457","297","3403","309","0","12","124","70","305","92","625","196","1400000US25017351203","Census Tract 3512.03, Middlesex County, Massachusetts"
"4711","563","3142","390","32","28","91","66","459","154","987","322","1400000US25017351204","Census Tract 3512.04, Middlesex County, Massachusetts"
"4171","476","2948","346","17","28","132","140","359","169","715","303","1400000US25017351300","Census Tract 3513, Middlesex County, Massachusetts"
"4774","617","2689","404","6","9","120","74","428","158","1531","570","1400000US25017351403","Census Tract 3514.03, Middlesex County, Massachusetts"
"3791","398","2230","320","206","277","48","35","435","135","872","210","1400000US25017351404","Census Tract 3514.04, Middlesex County, Massachusetts"
"2313","261","1578","214","67","61","0","12","240","105","428","225","1400000US25017351500","Census Tract 3515, Middlesex County, Massachusetts"
"2669","290","1302","255","58","58","40","27","351","88","918","213","1400000US25017352101","Census Tract 3521.01, Middlesex County, Massachusetts"
"2489","275","1768","243","11","17","71","56","245","99","394","152","1400000US25017352102","Census Tract 3521.02, Middlesex County, Massachusetts"
"1762","189","1251","157","29","46","56","47","208","96","218","92","1400000US25017352200","Census Tract 3522, Middlesex County, Massachusetts"
"4725","364","2982","325","0","12","33","37","392","113","1318","294","1400000US25017352300","Census Tract 3523, Middlesex County, Massachusetts"
"2086","172","1259","158","32","30","49","37","497","127","249","85","1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts"
"2864","284","1989","283","77","94","36","32","393","136","369","166","1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts"
"2893","257","1920","264","24","30","41","30","346","182","562","205","1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts"
"2250","258","1520","253","26","26","87","40","291","109","326","150","1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts"
"2332","200","1699","185","41","32","28","22","274","82","290","125","1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts"
"2916","299","2243","284","7","12","22","34","195","81","449","156","1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts"
"3803","310","2379","324","65","66","79","68","605","193","675","180","1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts"
"2647","260","1768","228","14","11","137","126","233","76","495","129","1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts"
"4888","510","2820","358","21","23","129","62","388","177","1530","353","1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts"
"5219","355","3270","392","37","46","107","58","568","131","1237","311","1400000US25017353200","Census Tract 3532, Middlesex County, Massachusetts"
"4452","359","3065","274","9","14","170","116","610","201","598","220","1400000US25017353300","Census Tract 3533, Middlesex County, Massachusetts"
"3180","292","2171","285","12","20","67","46","500","215","430","192","1400000US25017353400","Census Tract 3534, Middlesex County, Massachusetts"
"2797","255","2077","217","0","12","31","49","322","102","367","124","1400000US25017353500","Census Tract 3535, Middlesex County, Massachusetts"
"4857","421","3486","334","24","24","144","71","292","102","911","249","1400000US25017353600","Census Tract 3536, Middlesex County, Massachusetts"
"5858","540","4188","464","124","98","95","45","395","131","1056","194","1400000US25017353700","Census Tract 3537, Middlesex County, Massachusetts"
"4527","429","2988","445","27","46","125","122","425","179","962","261","1400000US25017353800","Census Tract 3538, Middlesex County, Massachusetts"
"6039","616","4141","528","12","21","132","66","223","103","1531","291","1400000US25017353900","Census Tract 3539, Middlesex County, Massachusetts"
"4414","425","3468","389","0","12","82","49","329","103","535","189","1400000US25017354000","Census Tract 3540, Middlesex County, Massachusetts"
"2921","291","2206","237","0","12","127","84","238","101","350","140","1400000US25017354100","Census Tract 3541, Middlesex County, Massachusetts"
"3219","239","2602","245","32","48","73","40","289","95","223","134","1400000US25017354200","Census Tract 3542, Middlesex County, Massachusetts"
"3475","252","2569","239","17","25","44","36","379","103","466","189","1400000US25017354300","Census Tract 3543, Middlesex County, Massachusetts"
"1732","149","1468","135","0","12","15","13","143","52","106","47","1400000US25017354400","Census Tract 3544, Middlesex County, Massachusetts"
"2935","303","2398","322","0","12","0","12","217","108","320","134","1400000US25017354500","Census Tract 3545, Middlesex County, Massachusetts"
"6133","521","4090","463","49","51","58","44","967","255","969","339","1400000US25017354600","Census Tract 3546, Middlesex County, Massachusetts"
"2854","296","2252","257","0","12","20","23","202","78","380","232","1400000US25017354700","Census Tract 3547, Middlesex County, Massachusetts"
"2506","164","1891","154","8","11","19","25","209","91","379","103","1400000US25017354800","Census Tract 3548, Middlesex County, Massachusetts"
"8069","593","4121","524","66","65","324","216","1301","345","2257","609","1400000US25017354900","Census Tract 3549, Middlesex County, Massachusetts"
"3121","217","2270","236","0","12","47","35","349","100","455","166","1400000US25017355000","Census Tract 3550, Middlesex County, Massachusetts"
"3262","236","2627","241","0","12","106","73","226","86","303","136","1400000US25017356100","Census Tract 3561, Middlesex County, Massachusetts"
"5355","302","4025","370","0","17","54","50","530","202","746","262","1400000US25017356300","Census Tract 3563, Middlesex County, Massachusetts"
"7791","382","6275","454","0","17","80","75","763","200","673","240","1400000US25017356400","Census Tract 3564, Middlesex County, Massachusetts"
"7321","419","5520","407","21","35","133","95","854","257","793","302","1400000US25017356500","Census Tract 3565, Middlesex County, Massachusetts"
"4610","332","3496","312","10","14","83","47","491","113","530","152","1400000US25017356601","Census Tract 3566.01, Middlesex County, Massachusetts"
"4270","245","3753","251","6","12","51","36","282","111","178","77","1400000US25017356602","Census Tract 3566.02, Middlesex County, Massachusetts"
"5634","473","4169","394","0","17","127","70","440","134","898","347","1400000US25017356701","Census Tract 3567.01, Middlesex County, Massachusetts"
"7061","413","5723","426","0","17","171","107","676","177","491","205","1400000US25017356702","Census Tract 3567.02, Middlesex County, Massachusetts"
"4442","261","2941","211","0","12","64","40","640","147","797","220","1400000US25017357100","Census Tract 3571, Middlesex County, Massachusetts"
"3275","244","2453","240","0","12","67","43","453","116","302","125","1400000US25017357200","Census Tract 3572, Middlesex County, Massachusetts"
"3189","184","2409","210","0","12","23","26","421","130","336","148","1400000US25017357300","Census Tract 3573, Middlesex County, Massachusetts"
"2325","130","1731","130","0","12","11","12","403","104","180","84","1400000US25017357400","Census Tract 3574, Middlesex County, Massachusetts"
"2232","133","1677","158","0","12","31","30","213","60","311","146","1400000US25017357500","Census Tract 3575, Middlesex County, Massachusetts"
"2774","222","1952","242","6","11","73","59","283","86","460","168","1400000US25017357600","Census Tract 3576, Middlesex County, Massachusetts"
"3960","247","2812","260","9","14","105","81","423","142","611","217","1400000US25017357700","Census Tract 3577, Middlesex County, Massachusetts"
"3916","255","3047","233","12","19","177","96","499","130","181","82","1400000US25017357800","Census Tract 3578, Middlesex County, Massachusetts"
"5449","258","3902","250","0","17","129","64","869","153","549","196","1400000US25017358100","Census Tract 3581, Middlesex County, Massachusetts"
"5822","290","3633","304","63","64","16","26","1290","243","820","307","1400000US25017358300","Census Tract 3583, Middlesex County, Massachusetts"
"5119","245","3646","251","0","17","8","14","875","183","590","159","1400000US25017358400","Census Tract 3584, Middlesex County, Massachusetts"
"5521","272","3491","386","1","5","103","88","1173","263","753","355","1400000US25017358500","Census Tract 3585, Middlesex County, Massachusetts"
"5931","271","4468","330","0","17","130","103","841","214","492","209","1400000US25017358600","Census Tract 3586, Middlesex County, Massachusetts"
"5498","221","4091","196","8","12","63","52","913","127","423","100","1400000US25017358700","Census Tract 3587, Middlesex County, Massachusetts"
"6572","241","5199","346","41","43","98","62","981","236","253","183","1400000US25017359100","Census Tract 3591, Middlesex County, Massachusetts"
"7570","248","5915","451","14","21","214","197","646","177","781","387","1400000US25017359300","Census Tract 3593, Middlesex County, Massachusetts"
"1973","136","1603","125","80","65","167","69","68","39","55","39","1400000US25017360100","Census Tract 3601, Middlesex County, Massachusetts"
"4857","138","4180","210","106","84","64","51","444","133","63","50","1400000US25017360200","Census Tract 3602, Middlesex County, Massachusetts"
"5756","329","5289","366","9","20","143","112","275","128","40","41","1400000US25017361100","Census Tract 3611, Middlesex County, Massachusetts"
"7193","320","5978","340","140","52","121","71","558","242","396","155","1400000US25017361200","Census Tract 3612, Middlesex County, Massachusetts"
"6167","286","5222","318","72","66","84","62","363","144","426","213","1400000US25017361300","Census Tract 3613, Middlesex County, Massachusetts"
"5224","18","4412","161","0","17","70","56","529","141","213","105","1400000US25017362100","Census Tract 3621, Middlesex County, Massachusetts"
"6690","347","4057","420","70","62","63","49","1416","283","1084","389","1400000US25017363102","Census Tract 3631.02, Middlesex County, Massachusetts"
"3653","198","2550","182","35","33","58","46","533","130","477","246","1400000US25017363103","Census Tract 3631.03, Middlesex County, Massachusetts"
"6235","258","4657","287","20","31","67","52","766","189","725","286","1400000US25017363104","Census Tract 3631.04, Middlesex County, Massachusetts"
"3179","183","2596","182","1","3","50","36","378","129","154","66","1400000US25017363201","Census Tract 3632.01, Middlesex County, Massachusetts"
"3870","195","3047","180","24","26","0","12","350","97","449","188","1400000US25017363202","Census Tract 3632.02, Middlesex County, Massachusetts"
"5584","271","4947","373","154","179","18","29","387","216","78","65","1400000US25017364101","Census Tract 3641.01, Middlesex County, Massachusetts"
"5170","270","4600","351","0","17","35","39","321","167","214","147","1400000US25017364102","Census Tract 3641.02, Middlesex County, Massachusetts"
"8129","193","6981","266","21","34","33","37","695","198","399","212","1400000US25017365100","Census Tract 3651, Middlesex County, Massachusetts"
"6106","168","5385","223","0","17","79","52","532","140","110","68","1400000US25017365201","Census Tract 3652.01, Middlesex County, Massachusetts"
"4887","146","4174","201","11","17","17","22","471","109","214","121","1400000US25017365202","Census Tract 3652.02, Middlesex County, Massachusetts"
"4789","220","3959","251","26","28","0","12","637","140","167","75","1400000US25017366100","Census Tract 3661, Middlesex County, Massachusetts"
"3634","174","3240","175","0","12","71","81","248","71","75","52","1400000US25017366201","Census Tract 3662.01, Middlesex County, Massachusetts"
"5379","263","4415","258","9","13","41","33","745","242","169","80","1400000US25017366202","Census Tract 3662.02, Middlesex County, Massachusetts"
"4417","275","3408","263","6","12","88","87","615","133","300","100","1400000US25017367100","Census Tract 3671, Middlesex County, Massachusetts"
"7695","269","6294","385","13","22","174","126","750","186","464","209","1400000US25017367200","Census Tract 3672, Middlesex County, Massachusetts"
"6515","399","5036","377","0","17","21","41","672","285","786","268","1400000US25017368101","Census Tract 3681.01, Middlesex County, Massachusetts"
"3991","234","2824","227","6","10","29","45","836","174","296","116","1400000US25017368102","Census Tract 3681.02, Middlesex County, Massachusetts"
"4270","310","3488","311","0","12","33","40","335","161","414","170","1400000US25017368200","Census Tract 3682, Middlesex County, Massachusetts"
"5007","556","3529","437","61","68","17","31","578","249","822","347","1400000US25017368300","Census Tract 3683, Middlesex County, Massachusetts"
"8153","493","6005","531","93","61","42","33","701","213","1312","360","1400000US25017368400","Census Tract 3684, Middlesex County, Massachusetts"
"2983","324","1837","307","10","15","20","21","282","100","834","383","1400000US25017368500","Census Tract 3685, Middlesex County, Massachusetts"
"5585","478","3919","458","32","32","35","34","310","100","1289","633","1400000US25017368600","Census Tract 3686, Middlesex County, Massachusetts"
"2489","340","1058","202","0","12","53","49","544","269","834","284","1400000US25017368700","Census Tract 3687, Middlesex County, Massachusetts"
"5329","509","3482","422","63","57","63","117","643","234","1078","340","1400000US25017368800","Census Tract 3688, Middlesex County, Massachusetts"
"7297","409","5369","467","36","35","157","104","981","257","754","190","1400000US25017368901","Census Tract 3689.01, Middlesex County, Massachusetts"
"4312","369","2679","362","13","25","91","62","305","126","1224","303","1400000US25017368902","Census Tract 3689.02, Middlesex County, Massachusetts"
"1596","156","1264","161","6","12","24","25","182","56","120","50","1400000US25017369000","Census Tract 3690, Middlesex County, Massachusetts"
"5250","381","4050","270","17","26","28","29","706","205","449","311","1400000US25017369100","Census Tract 3691, Middlesex County, Massachusetts"
"7459","460","5853","479","2","7","98","87","1033","285","473","176","1400000US25017370101","Census Tract 3701.01, Middlesex County, Massachusetts"
"8573","535","6506","612","18","27","93","72","995","208","961","324","1400000US25017370102","Census Tract 3701.02, Middlesex County, Massachusetts"
"3700","269","2904","294","0","12","84","61","423","147","289","174","1400000US25017370201","Census Tract 3702.01, Middlesex County, Massachusetts"
"4249","289","3263","310","0","12","48","64","570","206","368","174","1400000US25017370202","Census Tract 3702.02, Middlesex County, Massachusetts"
"5955","543","4340","533","30","36","17","29","790","310","778","234","1400000US25017370300","Census Tract 3703, Middlesex County, Massachusetts"
"5465","322","4461","404","10","25","85","86","409","155","500","284","1400000US25017370400","Census Tract 3704, Middlesex County, Massachusetts"
"4968","412","3976","468","2","4","34","38","681","242","275","160","1400000US25017373100","Census Tract 3731, Middlesex County, Massachusetts"
"5115","369","3463","314","13","21","27","30","989","241","623","263","1400000US25017373200","Census Tract 3732, Middlesex County, Massachusetts"
"3287","304","2398","305","14","24","104","91","452","132","319","132","1400000US25017373300","Census Tract 3733, Middlesex County, Massachusetts"
"3581","271","2668","252","24","26","112","90","387","95","390","305","1400000US25017373400","Census Tract 3734, Middlesex County, Massachusetts"
"5913","353","4764","340","5","10","126","74","686","184","332","119","1400000US25017373500","Census Tract 3735, Middlesex County, Massachusetts"
"6474","418","5413","437","25","30","122","86","458","96","456","124","1400000US25017373600","Census Tract 3736, Middlesex County, Massachusetts"
"3826","247","3102","218","0","12","113","81","449","131","162","86","1400000US25017373700","Census Tract 3737, Middlesex County, Massachusetts"
"5932","401","4118","392","0","17","120","86","986","255","708","250","1400000US25017373800","Census Tract 3738, Middlesex County, Massachusetts"
"6396","437","4558","371","0","17","68","53","1374","293","396","206","1400000US25017373900","Census Tract 3739, Middlesex County, Massachusetts"
"4987","362","3293","380","11","20","54","42","1180","191","449","214","1400000US25017374000","Census Tract 3740, Middlesex County, Massachusetts"
"4922","299","3360","287","11","17","28","25","712","170","811","233","1400000US25017374100","Census Tract 3741, Middlesex County, Massachusetts"
"4357","201","3474","222","11","17","68","46","599","139","205","104","1400000US25017374200","Census Tract 3742, Middlesex County, Massachusetts"
"3567","147","2911","228","0","12","40","28","378","107","238","149","1400000US25017374300","Census Tract 3743, Middlesex County, Massachusetts"
"5544","344","4450","294","17","27","84","58","683","170","310","194","1400000US25017374400","Census Tract 3744, Middlesex County, Massachusetts"
"4597","244","3690","242","0","12","35","32","572","158","300","146","1400000US25017374500","Census Tract 3745, Middlesex County, Massachusetts"
"5357","298","4352","351","0","17","38","32","513","136","454","184","1400000US25017374600","Census Tract 3746, Middlesex County, Massachusetts"
"4745","272","3502","307","11","17","84","68","769","214","379","136","1400000US25017374700","Census Tract 3747, Middlesex County, Massachusetts"
"5025","344","4009","402","1","7","25","22","448","106","542","183","1400000US25017374800","Census Tract 3748, Middlesex County, Massachusetts"
"5262","216","4546","244","5","9","48","35","426","140","237","97","1400000US25017382100","Census Tract 3821, Middlesex County, Massachusetts"
"5365","300","4572","358","0","17","154","139","322","125","317","148","1400000US25017382200","Census Tract 3822, Middlesex County, Massachusetts"
